iter	MultiClass
235	0.8103424538
236	0.8102234834
237	0.8101153564
238	0.8100652431
239	0.8099648456
240	0.8099102401
241	0.8098114465
242	0.8097172171
243	0.8096851174
244	0.8095574131
245	0.8095001453
246	0.8093994345
247	0.8093518998
248	0.8092503498
249	0.8091570553
250	0.8090825256
251	0.8090249328
252	0.8089223904
253	0.808815334
254	0.8087304866
255	0.8086392895
256	0.8085888457
257	0.808543565
258	0.8084353766
259	0.808402318
260	0.8083209038
261	0.8082598503
262	0.8081827812
263	0.8081138917
264	0.8080301895
265	0.8079758419
266	0.8079117377
267	0.8078631364
268	0.8078409877
269	0.8077603322
270	0.8076570353
271	0.807536022
272	0.8074761791
273	0.8073712478
274	0.8073333421
275	0.8071798952
276	0.8071102167
277	0.8070610724
278	0.8070110246
279	0.8069095802
280	0.8068090146
281	0.8067276875
282	0.806661033
283	0.8065934797
284	0.8065093305
285	0.8064232501
286	0.806335658
287	0.8062758771
288	0.8062468884
289	0.8062034336
290	0.8061570625
291	0.8060726575
292	0.8060250811
293	0.8059477994
294	0.8059131764
295	0.8058824542
296	0.8058038197
297	0.8057311802
298	0.8056502597
299	0.8056037697
300	0.805546281
301	0.8054575273
302	0.8054100483
303	0.8053503439
304	0.8052503055
305	0.8052025585
306	0.8051389867
307	0.8050742991
308	0.804995904
309	0.8049760557
310	0.8049358906
311	0.8048449749
312	0.8047897545
313	0.8047395176
314	0.8046382468
315	0.8045447115
316	0.80446554
317	0.8044166984
318	0.8043518213
319	0.8042493934
320	0.8042248009
321	0.8041666253
322	0.8041120097
323	0.8040599736
324	0.8039993877
325	0.8039595838
326	0.8038787341
327	0.8038077287
328	0.8037485362
329	0.8037044985
330	0.8036236991
331	0.8035447686
332	0.8035216193
333	0.8034903764
334	0.8034198964
335	0.8033470415
336	0.8032888812
337	0.8032482778
338	0.8032144435
339	0.8031491196
340	0.8030927597
341	0.8030171143
342	0.8029169057
343	0.8028899132
344	0.8028543094
345	0.8027923533
346	0.8027724094
347	0.8027036815
348	0.8026562266
349	0.8025974695
350	0.8025705699
351	0.8024905865
352	0.802458893
353	0.802378818
354	0.80233455
355	0.8022710727
356	0.8021847053
357	0.8021359879
358	0.8021136149
359	0.8020658695
360	0.8020067064
361	0.8019702736
362	0.8019172009
363	0.8018669695
364	0.8018126795
365	0.8017718346
366	0.8017192416
367	0.8016480545
368	0.8016060353
369	0.8015794915
370	0.8015008734
371	0.8014701385
372	0.8013986309
373	0.8013611914
374	0.8013228705
375	0.8012542042
376	0.8012180628
377	0.8011622173
378	0.8011044661
379	0.8010555225
380	0.8009938919
381	0.8009277327
382	0.8008617592
383	0.8008180744
384	0.8007718067
385	0.8007163428
386	0.8006701705
387	0.8006276666
388	0.8005632636
389	0.800500865
390	0.8004375065
391	0.8003762668
392	0.8003184198
393	0.8002922574
394	0.8002232057
395	0.8001460268
396	0.8000692291
397	0.8000470026
398	0.7999921175
399	0.7999379705
400	0.7998895565
401	0.7998402461
402	0.7997685167
403	0.7997273625
404	0.7996814368
405	0.7996263065
406	0.7995875736
407	0.7995083345
408	0.799450563
409	0.7994142886
410	0.7993501824
411	0.7992938683
412	0.799244131
413	0.7991947531
414	0.7991363755
415	0.7990952497
416	0.7990277246
417	0.7989761037
418	0.7989155596
419	0.7988274753
420	0.7987954798
421	0.798735018
422	0.7986969504
423	0.7986494514
424	0.7986063297
425	0.798566829
426	0.798511643
427	0.798479477
428	0.7984138733
429	0.7983712437
430	0.7983258566
431	0.7982954913
432	0.7982691887
433	0.7981983451
434	0.7981542803
435	0.7980962035
436	0.7980607354
437	0.7979898269
438	0.7979492091
439	0.7978863311
440	0.7978564102
441	0.7978130438
442	0.797779322
443	0.7977263799
444	0.7976827994
445	0.7976539664
446	0.7976229758
447	0.7975945632
448	0.7975459029
449	0.797497839
450	0.7974616547
451	0.7973978674
452	0.7973765499
453	0.7973213057
454	0.7972833789
455	0.7972292282
456	0.7971991306
457	0.7971154002
458	0.7970522205
459	0.797012362
460	0.7969589555
461	0.7969217071
462	0.7968691791
463	0.7967867064
464	0.7967497402
465	0.7967145482
466	0.7966653271
467	0.7966140522
468	0.7965880776
469	0.7965194856
470	0.7964630101
471	0.7964170512
472	0.7963861537
473	0.7963599758
474	0.7963055573
475	0.7962753853
476	0.7962282168
477	0.7961883816
478	0.7961525501
479	0.7961085157
480	0.7960825763
481	0.7960157313
482	0.7959571871
483	0.7959269036
484	0.7958950854
485	0.7958642976
486	0.7958125457
487	0.7957696724
488	0.7957166961
489	0.7956806377
490	0.7956351555
491	0.7955725421
492	0.7955290519
493	0.7954574671
494	0.7954341136
495	0.7953928929
496	0.7953429419
497	0.7952854004
498	0.7952607683
499	0.7951931998
500	0.7951374193
501	0.795099113
502	0.7950619975
503	0.7950227044
504	0.7949760754
505	0.7949199543
506	0.7948788686
507	0.7948318938
508	0.7947638898
509	0.7947086043
510	0.7946637989
511	0.7946062583
512	0.7945705801
513	0.7945379603
514	0.7945061266
515	0.7944863546
516	0.7944713464
517	0.7944449224
518	0.7944006248
519	0.7943545274
520	0.7943102042
521	0.7942894997
522	0.7942428846
523	0.7942104618
524	0.7941855123
525	0.7941161188
526	0.7940669313
527	0.7940241348
528	0.7939901682
529	0.7939670633
530	0.7938976327
531	0.7938584316
532	0.7938389864
533	0.793804312
534	0.7937758302
535	0.7937384129
536	0.7936940888
537	0.7936494378
538	0.7936249765
539	0.7935895276
540	0.7935508302
541	0.7935217205
542	0.7934883111
543	0.7934369062
544	0.7934008128
545	0.7933600401
546	0.7932824541
547	0.7932389806
548	0.7932125148
549	0.7931768314
550	0.7931389775
551	0.793101785
552	0.7930588421
553	0.7930243881
554	0.7929894701
555	0.7929644777
556	0.7929347696
557	0.792888679
558	0.7928537659
559	0.7928205835
560	0.7927786178
561	0.7927535102
562	0.7927001239
563	0.792652596
564	0.7926290722
565	0.7925876925
566	0.7925554735
567	0.7925061538
568	0.7924833289
569	0.7924386952
570	0.79240384
571	0.7923830867
572	0.7923081259
573	0.7922483579
574	0.7922253003
575	0.7922036834
576	0.7921816294
577	0.7921549281
578	0.7920932777
579	0.7920615296
580	0.7920293436
581	0.7919793599
582	0.791911958
583	0.7918511102
584	0.7918062031
585	0.7917808806
586	0.7917320548
587	0.791709983
588	0.7916911774
589	0.7916693678
590	0.7916391835
591	0.7915993571
592	0.7915683469
593	0.7915412327
594	0.7914984158
595	0.7914570221
596	0.791422554
597	0.7913974029
598	0.791344043
599	0.7913118851
600	0.7912624015
601	0.7912332549
602	0.7911719544
603	0.7911431038
604	0.7910900547
605	0.7910587092
606	0.7910001598
607	0.7909860515
608	0.7909327239
609	0.7908938263
610	0.7908719032
611	0.7908335909
612	0.7907967041
613	0.7907525751
614	0.7907234614
615	0.7907013353
616	0.7906596046
617	0.7905992394
618	0.7905859528
619	0.7905739119
620	0.7905290832
621	0.7905023751
622	0.7904745199
623	0.7904278509
624	0.7903871542
625	0.7903383029
626	0.7903188446
627	0.790302528
628	0.7902800243
629	0.7902582371
630	0.7902157878
631	0.790177959
632	0.7901401268
633	0.7901216162
634	0.7900788396
635	0.7900533567
636	0.7900280463
637	0.7899941665
638	0.7899716334
639	0.7899517309
640	0.7899138382
641	0.7898717236
642	0.7898267649
643	0.7898002836
644	0.7897810811
645	0.7897307656
646	0.7897104412
647	0.7896736478
648	0.7896371282
649	0.7896162633
650	0.7895836173
651	0.7895293533
652	0.7894994219
653	0.7894580152
654	0.7894014031
655	0.7893838209
656	0.7893346807
657	0.7893116646
658	0.7892776737
659	0.7892297425
660	0.7891947745
661	0.7891555538
662	0.789102857
663	0.7890859548
664	0.7890416363
665	0.7890017891
666	0.7889588433
667	0.7889316481
668	0.7888977321
669	0.7888601257
670	0.7888221186
671	0.788795693
672	0.7887357186
673	0.7887100865
674	0.7886977659
675	0.78868094
676	0.788646153
677	0.7886015297
678	0.7885619591
679	0.7885405385
680	0.7885095208
681	0.788468742
682	0.7884532295
683	0.7884202403
684	0.788376543
685	0.7883321693
686	0.7883001877
687	0.7882596175
688	0.7882290968
689	0.7881743917
690	0.7881229029
691	0.7880840861
692	0.7880289779
693	0.7879788511
694	0.7879469364
695	0.7879283407
696	0.7878943694
697	0.7878739992
698	0.7878432575
699	0.7878066283
700	0.7877863544
701	0.7877537526
702	0.7877032735
703	0.7876848155
704	0.7876631865
705	0.7876265899
706	0.7875923517
707	0.7875609605
708	0.7875333683
709	0.7874848979
710	0.7874486385
711	0.7874228439
712	0.7873960929
713	0.7873460178
714	0.7872859637
715	0.7872481373
716	0.7872013654
717	0.7871739738
718	0.7871419988
719	0.7871055712
720	0.7870543417
721	0.7870194847
722	0.7869653716
723	0.7869345837
724	0.7868969821
725	0.7868638866
726	0.7868363313
727	0.7868183136
728	0.7867955747
729	0.7867552355
730	0.7867382482
731	0.7866935071
732	0.7866389744
733	0.7866192325
734	0.7865818383
735	0.7865428299
736	0.7865232157
737	0.7864972872
738	0.7864624132
739	0.7864087093
740	0.7863698953
741	0.7863360244
742	0.7863095605
743	0.7862789215
744	0.7862408825
745	0.7862217069
746	0.7861808305
747	0.7861498014
748	0.7861063953
749	0.7860786856
750	0.7860418087
751	0.78600688
752	0.7859604897
753	0.7859002696
754	0.7858761237
755	0.7858449988
756	0.7858123269
757	0.7857836538
758	0.7857588697
759	0.7857436151
760	0.7857122449
761	0.7856939785
762	0.7856435973
763	0.785619708
764	0.7855902699
765	0.7855524318
766	0.7855370681
767	0.7855069069
768	0.7854433569
769	0.7854144907
770	0.7853741772
771	0.7853411083
772	0.7853148312
773	0.785297921
774	0.7852742868
775	0.7852389296
776	0.7852088018
777	0.7851646085
778	0.785145062
779	0.7851160732
780	0.785088786
781	0.7850682078
782	0.7850493259
783	0.7849948711
784	0.7849542126
785	0.7849361341
786	0.7849022622
787	0.7848785141
788	0.7848535987
789	0.7848117666
790	0.7847743012
791	0.7847325573
792	0.7846969607
793	0.7846727879
794	0.7846340955
795	0.7845991599
796	0.7845647045
797	0.7845355364
798	0.7845027237
799	0.7844865238
800	0.784445684
801	0.78441874
802	0.7843895562
803	0.7843535733
804	0.7843351837
805	0.7843012893
806	0.7842926981
807	0.7842530897
808	0.784226536
809	0.7842144729
810	0.7841880364
811	0.7841726943
812	0.7841530519
813	0.7841111098
814	0.7840813273
815	0.7840508986
816	0.7840006516
817	0.7839761298
818	0.7839383402
819	0.783894692
820	0.7838591251
821	0.783826768
822	0.7837946004
823	0.7837679315
824	0.783736858
825	0.7837092137
826	0.7836868264
827	0.7836583964
828	0.7836022927
829	0.7835687957
830	0.783523807
831	0.7834905687
832	0.7834740214
833	0.7834512561
834	0.7834052632
835	0.7833588724
836	0.7833279475
837	0.7833002572
838	0.7832703829
839	0.7832473054
840	0.7832306507
841	0.7831869762
842	0.7831609429
843	0.7831322573
844	0.7830958932
845	0.7830596904
846	0.783034813
847	0.7829920298
848	0.7829702959
849	0.7829247939
850	0.7828910895
851	0.7828615538
852	0.7828387946
853	0.7828022216
854	0.7827747331
855	0.7827418537
856	0.7827189498
857	0.782683892
858	0.7826365227
859	0.7825900301
860	0.782555887
861	0.7825325518
862	0.7824728419
863	0.7824512946
864	0.7824286412
865	0.7823919668
866	0.7823674888
867	0.7823374481
868	0.7822991262
869	0.7822620858
870	0.7822262164
871	0.7822007712
872	0.7821504698
873	0.7821273389
874	0.7821125728
875	0.7820975042
876	0.7820646873
877	0.7820220864
878	0.7819696061
879	0.7819569632
880	0.7819313948
881	0.7819083661
882	0.7818824966
883	0.7818406844
884	0.7818186267
885	0.7818027824
886	0.7817777509
887	0.7817661033
888	0.7817537466
889	0.7817260468
890	0.781697483
891	0.781668366
892	0.7816333009
893	0.7815739966
894	0.7815430693
895	0.7815255413
896	0.7814930102
897	0.781446738
898	0.7814077609
899	0.7813734997
900	0.7813587726
901	0.7813300127
902	0.7812941281
903	0.781265345
904	0.7812395891
905	0.7812137261
906	0.781195266
907	0.7811823174
908	0.781163486
909	0.7811431489
910	0.7811267903
911	0.7810895888
912	0.7810704358
913	0.7810225396
914	0.7809941337
915	0.7809692395
916	0.7809329865
917	0.780902197
918	0.7808823415
919	0.7808470229
920	0.7808223713
921	0.7808000766
922	0.7807663671
923	0.7807407337
924	0.7807194081
925	0.7806827964
926	0.7806609282
927	0.7806406522
928	0.7806004459
929	0.7805773833
930	0.780547784
931	0.7805150651
932	0.7804966779
933	0.7804591927
934	0.7804395537
935	0.7804229742
936	0.7803916032
937	0.780376379
938	0.7803228328
939	0.7802931998
940	0.780259704
941	0.7802362075
942	0.7802070064
943	0.7801679109
944	0.7801483603
945	0.7801381199
946	0.7801167159
947	0.7800837082
948	0.7800591361
949	0.7800245619
950	0.7799958448
951	0.7799701587
952	0.7799401358
953	0.7799145367
954	0.7798922317
955	0.779863223
956	0.7798288004
957	0.779790869
958	0.7797719338
959	0.7797395112
960	0.7797064821
961	0.7796901615
962	0.7796644519
963	0.7796263357
964	0.7796095648
965	0.7795997367
966	0.7795533404
967	0.7795171673
968	0.7794753349
969	0.7794378295
970	0.7794164704
971	0.7793883852
972	0.7793579312
973	0.779319001
974	0.7792909204
975	0.7792705122
976	0.779254332
977	0.7792378237
978	0.7791981133
979	0.7791836616
980	0.7791511906
981	0.7791219257
982	0.7790785082
983	0.7790408924
984	0.7790252587
985	0.7789965348
986	0.7789748454
987	0.7789466554
988	0.7789084431
989	0.7788884084
990	0.7788725399
991	0.7788381928
992	0.7788120572
993	0.7787979993
994	0.778762175
995	0.7787339914
996	0.778692624
997	0.7786642844
998	0.7786437289
999	0.7786069773
