opened file for ticker:  D
Data for D
2018 Tuesday [0.00014283094966762244, 0.009287846127743646, 21, -0.007693123416614254, 0.00763936596254171, 30, 0.005627999006064936, 0.005720875096740537]
2018 Wednesday [0.0010547968566143684, 0.01201503553624031, 24, -0.006799087451722409, 0.008063440255784449, 26, 0.00830453621815601, 0.010397236293458319]
2018 Thursday [-9.119375853094315e-05, 0.01008008804743445, 27, -0.006903686822659393, 0.008940455713826961, 24, 0.007572860938613563, 0.003878801513751515]
2018 Friday [-0.0009186577787462823, 0.010007221355605575, 23, -0.009130202727187285, 0.008120711129895607, 28, 0.005826539857473112, 0.005229717409130152]
2019 Monday [-0.0001527040954052867, 0.008068088786552723, 22, -0.006170273240433808, 0.007395931414013068, 26, 0.004939085181157308, 0.004162052809787538]
2019 Tuesday [0.0008187272712072787, 0.00782728278209924, 24, -0.005395112474465609, 0.005013055076062318, 28, 0.006144875624641182, 0.0055476182444048824]
2019 Wednesday [0.000686397332113809, 0.0071841746083614695, 19, -0.005919084907184116, 0.006905157200828637, 32, 0.004608402411696952, 0.003557757377825054]
2019 Thursday [0.0017803738560459425, 0.0069840831726389625, 19, -0.004660470931602314, 0.005691120342177937, 31, 0.005727988403314229, 0.004220472740919525]
2019 Friday [0.00236126892309706, 0.00887412140468786, 18, -0.006112242126369133, 0.006702879539288203, 33, 0.0069831840409877105, 0.006055752541770173]
2020 Monday [0.0014750139116217014, 0.02605133989404224, 16, -0.02254113700854804, 0.028710018827926415, 32, 0.013483089371706572, 0.013164127244035324]
2020 Tuesday [0.0036074762615119363, 0.020234394846577443, 24, -0.010318352204468506, 0.009600708272295796, 28, 0.015543900660923744, 0.019304470887156987]
2020 Wednesday [0.00106766075068577, 0.018546588939880385, 20, -0.016303513300266838, 0.016097875069905787, 32, 0.01192464453253115, 0.009514451993386611]
2020 Thursday [-0.001971605034886457, 0.021259260166259463, 23, -0.015470264592140896, 0.02295390857918565, 28, 0.009116579601429689, 0.01085294897389774]
2020 Friday [0.00012765466445049774, 0.0179985375919585, 24, -0.01150075576287605, 0.010166061088320974, 25, 0.011290928674683984, 0.016771766514581857]
