Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-06-22,2017,6,22,Thursday,25,2017-25,78.91,79.33,78.75,78.93,2518300,60.63,-0.0029055149959150706,61.387857142857136,60.1964
2017-06-23,2017,6,23,Friday,25,2017-25,78.92,79.16,78.1,78.39,3807100,60.22,-0.006841357928769165,61.262142857142855,60.2146
2017-06-26,2017,6,26,Monday,26,2017-26,78.49,79.46,78.18,78.65,4213700,60.42,0.003316917037039513,61.17142857142858,60.243
2017-06-27,2017,6,27,Tuesday,26,2017-26,78.43,78.59,77.77,77.9,3296800,59.84,-0.009535815673854198,61.03071428571428,60.2534
2017-06-28,2017,6,28,Wednesday,26,2017-26,78.14,78.15,76.97,77.05,3125000,59.19,-0.010911560943423493,60.88714285714286,60.25019999999999
2017-06-29,2017,6,29,Thursday,26,2017-26,76.64,77.43,76.17,77.06,3798200,59.2,0.00012953955583783205,60.76571428571428,60.257000000000005
2017-06-30,2017,6,30,Friday,26,2017-26,77.13,77.61,76.62,76.63,2944900,58.87,-0.0055801118999471155,60.61071428571428,60.256800000000005
2017-07-03,2017,7,3,Monday,27,2017-27,76.94,77.17,76.03,76.1,1375200,58.46,-0.006916252951432944,60.43142857142857,60.2458
2017-07-05,2017,7,5,Wednesday,27,2017-27,76.14,76.25,75.72,75.8,3349600,58.23,-0.003942074416091734,60.20142857142857,60.22200000000001
2017-07-06,2017,7,6,Thursday,27,2017-27,75.71,75.96,75.43,75.72,2033500,58.17,-0.0010555025176604005,59.95642857142857,60.2028
2017-07-07,2017,7,7,Friday,27,2017-27,75.8,76.03,75.57,75.79,1687000,58.22,0.0009246061373937575,59.68642857142857,60.187799999999996
2017-07-10,2017,7,10,Monday,28,2017-28,75.85,75.98,75.5,75.6,3585400,58.08,-0.002507083583997982,59.425000000000004,60.1668
2017-07-11,2017,7,11,Tuesday,28,2017-28,75.6,76.07,75.4,76.03,2651000,58.41,0.00568780994882645,59.19642857142857,60.15639999999999
2017-07-12,2017,7,12,Wednesday,28,2017-28,76.74,77.0,76.5,76.58,2345700,58.83,0.007234040857854396,59.055,60.1618
2017-07-13,2017,7,13,Thursday,28,2017-28,76.47,76.51,76.07,76.11,1561600,58.47,-0.006137657727571355,58.90071428571429,60.1558
2017-07-14,2017,7,14,Friday,28,2017-28,76.59,76.9,76.5,76.55,1729900,58.81,0.005781490279692436,58.800000000000004,60.166599999999995
2017-07-17,2017,7,17,Monday,29,2017-29,76.55,76.69,76.35,76.62,1314700,58.86,0.0009145809067110378,58.68857142857143,60.1672
2017-07-18,2017,7,18,Tuesday,29,2017-29,76.75,77.08,76.5,76.86,1568700,59.04,0.003131970434292475,58.63142857142857,60.1572
2017-07-19,2017,7,19,Wednesday,29,2017-29,76.92,77.02,76.74,76.98,1407300,59.14,0.0015614189452810567,58.62785714285714,60.1446
2017-07-20,2017,7,20,Thursday,29,2017-29,77.25,77.25,76.67,76.95,2211900,59.11,-0.0003900042038660345,58.621428571428574,60.1474
2017-07-21,2017,7,21,Friday,29,2017-29,76.86,77.57,76.75,77.57,2312200,59.59,0.008057638859625627,58.67285714285715,60.156000000000006
2017-07-24,2017,7,24,Monday,30,2017-30,77.56,77.56,76.63,76.77,1827800,58.98,-0.010313666382544495,58.709999999999994,60.1542
2017-07-25,2017,7,25,Tuesday,30,2017-30,76.85,77.03,76.4,76.79,1783100,58.99,0.00026080033231346,58.76428571428571,60.1478
2017-07-26,2017,7,26,Wednesday,30,2017-30,76.7,77.1,76.6,77.05,1395400,59.19,0.0033859637153970112,58.83714285714286,60.1448
2017-07-27,2017,7,27,Thursday,30,2017-30,76.86,77.23,76.78,77.12,1553300,59.24,0.0009084525269107413,58.910000000000004,60.154399999999995
2017-07-28,2017,7,28,Friday,30,2017-30,77.13,77.31,76.77,76.99,1232800,59.14,-0.00168583399782829,58.98571428571428,60.15780000000001
2017-07-31,2017,7,31,Monday,31,2017-31,77.0,77.34,76.72,77.18,1936600,59.29,0.0024677494983684767,59.04857142857143,60.1514
2017-08-01,2017,8,1,Tuesday,31,2017-31,77.27,77.5,77.06,77.3,1967700,59.38,0.0015549450927707653,59.087857142857146,60.14280000000001
2017-08-02,2017,8,2,Wednesday,31,2017-31,77.15,77.87,76.56,77.86,1674600,59.81,0.007244438000547193,59.18357142857143,60.1258
2017-08-03,2017,8,3,Thursday,31,2017-31,77.69,78.47,77.62,78.4,2583700,60.23,0.006935567028061751,59.285000000000004,60.117200000000004
2017-08-04,2017,8,4,Friday,31,2017-31,78.08,78.33,77.41,78.08,2025900,59.98,-0.004081614815067192,59.364999999999995,60.094800000000006
2017-08-07,2017,8,7,Monday,32,2017-32,78.01,78.22,77.78,77.92,1629400,59.86,-0.0020491713356156627,59.42357142857143,60.0596
2017-08-08,2017,8,8,Tuesday,32,2017-32,77.75,78.02,77.61,77.96,1266800,59.89,0.0005133925612630375,59.47714285714285,60.02400000000001
2017-08-09,2017,8,9,Wednesday,32,2017-32,78.32,78.32,77.7,77.84,1596500,59.8,-0.0015393873737623576,59.526428571428575,59.986799999999995
2017-08-10,2017,8,10,Thursday,32,2017-32,77.74,78.02,77.47,77.82,1581500,59.78,-0.0002568963299868221,59.54,59.9414
2017-08-11,2017,8,11,Friday,32,2017-32,77.95,77.95,77.05,77.39,1462500,59.45,-0.005525743230235469,59.573571428571434,59.8796
2017-08-14,2017,8,14,Monday,33,2017-33,77.49,77.86,77.42,77.68,1534100,59.67,0.0037475232531876124,59.62214285714286,59.8254
2017-08-15,2017,8,15,Tuesday,33,2017-33,77.44,78.06,77.4,77.9,3282800,59.84,0.0028323829303988912,59.66857142857143,59.7826
2017-08-16,2017,8,16,Wednesday,33,2017-33,77.92,78.34,77.76,78.24,3045700,60.1,0.0043643184046480155,59.730000000000004,59.7508
2017-08-17,2017,8,17,Thursday,33,2017-33,78.12,78.65,78.02,78.12,1740600,60.01,-0.0015338783187937022,59.792142857142856,59.7148
2017-08-18,2017,8,18,Friday,33,2017-33,78.01,78.87,77.87,78.69,2303000,60.45,0.0072962885578673475,59.875,59.6998
2017-08-21,2017,8,21,Monday,34,2017-34,78.81,78.91,78.44,78.74,1325300,60.49,0.0006355243937623545,59.95428571428572,59.6916
2017-08-22,2017,8,22,Tuesday,34,2017-34,78.74,78.98,78.53,78.97,1420900,60.67,0.0029212023313365254,60.01571428571429,59.684200000000004
2017-08-23,2017,8,23,Wednesday,34,2017-34,78.96,79.27,78.55,79.22,1588800,60.86,0.00316578830807579,60.060714285714276,59.681999999999995
2017-08-24,2017,8,24,Thursday,34,2017-34,79.22,79.63,79.06,79.45,2056000,61.03,0.002902875069248134,60.13571428571429,59.67359999999999
2017-08-25,2017,8,25,Friday,34,2017-34,79.68,80.5,79.46,80.08,2475900,61.52,0.007929846645005956,60.25428571428572,59.672
2017-08-28,2017,8,28,Monday,35,2017-35,80.22,80.34,79.81,80.14,1700900,61.56,0.0007488211616513141,60.37357142857143,59.6632
2017-08-29,2017,8,29,Tuesday,35,2017-35,80.2,80.67,80.17,80.24,2065000,61.64,0.001248113469953127,60.505,59.6612
2017-08-30,2017,8,30,Wednesday,35,2017-35,79.45,79.58,78.73,78.82,1726900,61.13,-0.00836622542376031,60.60142857142858,59.65160000000001
2017-08-31,2017,8,31,Thursday,35,2017-35,78.89,79.12,78.63,78.77,2010300,61.09,-0.0006345596222997463,60.71857142857142,59.657199999999996
2017-09-01,2017,9,1,Friday,35,2017-35,78.9,79.06,78.2,78.33,1547500,60.75,-0.005585397310264195,60.79571428571428,59.6596
2017-09-05,2017,9,5,Tuesday,36,2017-36,78.5,78.55,77.97,78.19,2603100,60.64,-0.0017876676366219701,60.85285714285715,59.668
2017-09-06,2017,9,6,Wednesday,36,2017-36,78.39,78.47,77.87,77.99,2120300,60.48,-0.002558060911568516,60.879999999999995,59.669200000000004
2017-09-07,2017,9,7,Thursday,36,2017-36,77.99,78.57,77.72,78.25,3107800,60.68,0.003334096080396698,60.92785714285714,59.68600000000001
2017-09-08,2017,9,8,Friday,36,2017-36,78.45,79.36,78.26,79.24,2208500,61.45,0.01265156526023592,60.99928571428571,59.7312
2017-09-11,2017,9,11,Monday,37,2017-37,79.2,79.95,78.62,79.92,2393100,61.98,0.008581674958360486,61.105714285714285,59.78679999999999
2017-09-12,2017,9,12,Tuesday,37,2017-37,79.79,79.82,77.87,78.18,2746800,60.63,-0.021772000037421524,61.10285714285714,59.821999999999996
2017-09-13,2017,9,13,Wednesday,37,2017-37,78.15,78.56,78.01,78.07,2061400,60.54,-0.0014068556781884345,61.08,59.8636
2017-09-14,2017,9,14,Thursday,37,2017-37,78.0,79.26,77.85,79.17,3021000,61.4,0.014090015278580337,61.10642857142857,59.927
2017-09-15,2017,9,15,Friday,37,2017-37,79.37,79.74,79.18,79.5,6853100,61.65,0.004168161708718809,61.11571428571428,59.9966
2017-09-18,2017,9,18,Monday,38,2017-38,79.5,79.63,77.82,78.55,2470900,60.92,-0.011949671175218834,61.07,60.0506
2017-09-19,2017,9,19,Tuesday,38,2017-38,78.69,78.74,78.06,78.33,2463700,60.75,-0.0028004572159709973,61.006428571428565,60.104000000000006
2017-09-20,2017,9,20,Wednesday,38,2017-38,78.47,78.72,77.31,77.62,2095400,60.19,-0.009064436353424243,60.93928571428571,60.1396
2017-09-21,2017,9,21,Thursday,38,2017-38,77.72,77.93,77.29,77.3,1256300,59.95,-0.004122686799125863,60.85785714285714,60.162
2017-09-22,2017,9,22,Friday,38,2017-38,77.54,77.6,76.91,77.04,1839000,59.75,-0.003363728859527293,60.78642857142857,60.1876
2017-09-25,2017,9,25,Monday,39,2017-39,77.3,78.04,77.15,78.02,2325700,60.51,0.012720852839605223,60.77714285714285,60.221599999999995
2017-09-26,2017,9,26,Tuesday,39,2017-39,77.93,78.49,77.75,78.21,2131100,60.65,0.0024352699927336907,60.78928571428572,60.2574
2017-09-27,2017,9,27,Wednesday,39,2017-39,77.78,77.97,76.51,76.78,3640600,59.54,-0.018284243206837636,60.707857142857144,60.267399999999995
2017-09-28,2017,9,28,Thursday,39,2017-39,76.6,77.18,76.23,77.03,1933300,59.74,0.003256329190356899,60.58571428571429,60.2794
2017-09-29,2017,9,29,Friday,39,2017-39,76.84,77.1,76.57,76.93,2434500,59.66,-0.0012982911994809943,60.42,60.2904
2017-10-02,2017,10,2,Monday,40,2017-40,77.2,77.26,76.61,76.74,2131400,59.51,-0.002469774578240602,60.339999999999996,60.2888
2017-10-03,2017,10,3,Tuesday,40,2017-40,76.72,76.72,75.83,75.95,2254600,58.9,-0.010294690202295231,60.22285714285714,60.28719999999999
2017-10-04,2017,10,4,Wednesday,40,2017-40,76.03,76.91,75.75,76.87,2275800,59.61,0.012113403330463735,60.09499999999999,60.2996
2017-10-05,2017,10,5,Thursday,40,2017-40,76.84,77.02,76.48,76.81,1913100,59.57,-0.0007803658293576987,59.94642857142857,60.3072
2017-10-06,2017,10,6,Friday,40,2017-40,76.6,76.89,76.23,76.81,1497300,59.57,0.0,59.85,60.3138
2017-10-09,2017,10,9,Monday,41,2017-41,77.17,77.17,76.56,76.64,1304100,59.44,-0.0022132435859644195,59.75642857142857,60.319799999999994
2017-10-10,2017,10,10,Tuesday,41,2017-41,76.87,77.76,76.59,77.74,2005100,60.29,0.014352784253630402,59.763571428571424,60.3398
2017-10-11,2017,10,11,Wednesday,41,2017-41,77.5,78.47,77.5,78.01,2255900,60.5,0.0034727576387347803,59.80285714285714,60.362199999999994
2017-10-12,2017,10,12,Thursday,41,2017-41,77.91,78.71,77.76,78.63,1841400,60.98,0.007947833409073457,59.89071428571429,60.3856
2017-10-13,2017,10,13,Friday,41,2017-41,78.84,79.25,78.44,78.62,1725300,60.97,-0.00012743129782744056,59.923571428571435,60.4004
2017-10-16,2017,10,16,Monday,42,2017-42,79.15,79.3,78.34,79.03,2365500,61.29,0.0052155261759538885,59.96928571428571,60.4266
2017-10-17,2017,10,17,Tuesday,42,2017-42,79.03,79.2,78.24,78.96,1955500,61.23,-0.0008860101701643197,60.089999999999996,60.45400000000001
2017-10-18,2017,10,18,Wednesday,42,2017-42,78.82,78.97,78.39,78.88,2065400,61.17,-0.0010130716266932849,60.192142857142855,60.4796
2017-10-19,2017,10,19,Thursday,42,2017-42,78.98,80.01,78.97,79.95,2609100,62.0,0.013564867849719775,60.35928571428571,60.52360000000001
2017-10-20,2017,10,20,Friday,42,2017-42,79.87,80.23,79.37,80.0,2198200,62.04,0.0006254062602766286,60.540000000000006,60.5688
2017-10-23,2017,10,23,Monday,43,2017-43,79.99,80.51,79.73,80.38,2016200,62.34,0.004749932364298104,60.785714285714285,60.626599999999996
2017-10-24,2017,10,24,Tuesday,43,2017-43,80.43,80.44,79.8,80.35,1858500,62.31,-0.0003736647497734058,60.978571428571435,60.679399999999994
2017-10-25,2017,10,25,Wednesday,43,2017-43,80.08,80.08,78.72,79.68,2416100,61.79,-0.008338054864033717,61.137142857142855,60.7184
2017-10-26,2017,10,26,Thursday,43,2017-43,79.99,80.94,79.61,80.41,3390500,62.36,0.009161748786696622,61.33642857142858,60.7636
2017-10-27,2017,10,27,Friday,43,2017-43,80.18,80.74,79.81,80.51,2161400,62.44,0.0012435957480023685,61.550714285714285,60.812200000000004
2017-10-30,2017,10,30,Monday,44,2017-44,81.0,82.05,80.35,81.48,2577900,63.19,0.012048061006589839,61.75785714285714,60.867
2017-10-31,2017,10,31,Tuesday,44,2017-44,81.55,82.13,81.05,81.14,2827700,62.92,-0.004172785433887882,61.93071428571428,60.915600000000005
2017-11-01,2017,11,1,Wednesday,44,2017-44,81.41,81.41,80.43,80.49,2118300,62.42,-0.008010739993167815,62.03357142857143,60.9506
2017-11-02,2017,11,2,Thursday,44,2017-44,80.67,80.91,80.01,80.84,2239400,62.69,0.004348595309662473,62.15642857142857,60.9872
2017-11-03,2017,11,3,Friday,44,2017-44,80.68,81.3,80.47,80.67,2183200,62.56,-0.0021032139226251356,62.24714285714286,61.01780000000001
2017-11-06,2017,11,6,Monday,45,2017-45,80.67,80.78,80.13,80.56,1701000,62.47,-0.001363796537361739,62.33571428571429,61.0368
2017-11-07,2017,11,7,Tuesday,45,2017-45,80.74,81.62,80.35,81.39,1698100,63.12,0.010302952701829238,62.47500000000001,61.06799999999999
2017-11-08,2017,11,8,Wednesday,45,2017-45,81.39,81.61,80.33,80.88,1974000,62.72,-0.006265797833541864,62.526428571428575,61.0896
2017-11-09,2017,11,9,Thursday,45,2017-45,80.72,81.36,80.47,81.24,1430700,63.0,0.004450782490402094,62.59499999999999,61.126999999999995
2017-11-10,2017,11,10,Friday,45,2017-45,80.8,81.08,80.63,80.81,1735500,62.67,-0.005293029341079669,62.618571428571435,61.15860000000001
2017-11-13,2017,11,13,Monday,46,2017-46,81.0,81.89,80.93,81.85,1631300,63.48,0.012869769700587952,62.70214285714285,61.21320000000001
2017-11-14,2017,11,14,Tuesday,46,2017-46,81.67,83.04,81.55,82.84,2454100,64.24,0.012095294540873214,62.87714285714286,61.285199999999996
2017-11-15,2017,11,15,Wednesday,46,2017-46,83.09,83.64,82.03,82.23,1828000,63.77,-0.007363536844345431,62.97785714285714,61.35099999999999
2017-11-16,2017,11,16,Thursday,46,2017-46,82.14,82.28,81.7,81.96,1288300,63.56,-0.003283374649689308,63.05785714285714,61.4086
2017-11-17,2017,11,17,Friday,46,2017-46,81.66,82.0,81.25,81.32,1705400,63.06,-0.007808998875829198,63.04857142857143,61.440799999999996
2017-11-20,2017,11,20,Monday,47,2017-47,81.4,81.52,81.1,81.15,1485600,62.93,-0.0020900747008292253,63.049285714285716,61.4598
2017-11-21,2017,11,21,Tuesday,47,2017-47,81.19,81.54,81.01,81.37,2315000,63.1,0.002710731490165319,63.097857142857144,61.5092
2017-11-22,2017,11,22,Wednesday,47,2017-47,81.94,82.2,81.55,82.16,1744900,63.72,0.009709098813984518,63.17142857142857,61.5728
2017-11-24,2017,11,24,Friday,47,2017-47,82.43,82.72,82.09,82.21,797400,63.75,0.0006082841232875058,63.256428571428565,61.6198
2017-11-27,2017,11,27,Monday,48,2017-48,82.3,83.13,82.11,82.96,2305400,64.34,0.009123202636337702,63.38999999999999,61.67359999999999
2017-11-28,2017,11,28,Tuesday,48,2017-48,83.07,83.95,83.06,83.94,2255600,65.1,0.01181273612012701,63.53142857142857,61.75719999999999
2017-11-29,2017,11,29,Wednesday,48,2017-48,83.62,84.34,83.31,84.0,2603200,65.14,0.0007148138758981126,63.70428571428572,61.845
2017-11-30,2017,11,30,Thursday,48,2017-48,83.39,84.3,83.15,84.13,3120900,65.85,0.01081327978693869,63.90785714285715,61.958200000000005
2017-12-01,2017,12,1,Friday,48,2017-48,84.38,84.47,83.24,83.57,2566100,65.41,-0.006656456623886919,64.10357142857143,62.0674
2017-12-04,2017,12,4,Monday,49,2017-49,83.48,83.98,83.16,83.55,2036000,65.39,-0.00023923199414743745,64.24,62.18019999999999
2017-12-05,2017,12,5,Tuesday,49,2017-49,83.65,83.71,82.47,83.12,1986300,65.06,-0.005146527033442316,64.29857142857144,62.2712
2017-12-06,2017,12,6,Wednesday,49,2017-49,83.33,83.7,82.98,83.53,1709800,65.38,0.004932623674740677,64.41357142857143,62.3658
2017-12-07,2017,12,7,Thursday,49,2017-49,83.64,83.76,82.92,83.68,1979600,65.49,0.0017958573798197985,64.55142857142857,62.48480000000001
2017-12-08,2017,12,8,Friday,49,2017-49,83.47,83.88,83.2,83.88,1477700,65.65,0.0023899899295887206,64.73642857142858,62.602999999999994
2017-12-11,2017,12,11,Monday,50,2017-50,83.69,84.21,83.27,84.14,1988900,65.85,0.003099567324945207,64.94500000000001,62.726800000000004
2017-12-12,2017,12,12,Tuesday,50,2017-50,83.62,84.84,83.39,83.43,2409700,65.3,-0.008438271570611944,65.10214285714285,62.84259999999999
2017-12-13,2017,12,13,Wednesday,50,2017-50,83.74,84.73,83.43,84.11,2460900,65.83,0.008150339757167613,65.25285714285715,62.9812
2017-12-14,2017,12,14,Thursday,50,2017-50,84.34,84.73,83.73,84.38,2202700,66.04,0.0032101141949536505,65.41642857142857,63.10979999999999
2017-12-15,2017,12,15,Friday,50,2017-50,84.53,85.26,83.9,84.91,5872700,66.46,0.006281274678375359,65.56785714285715,63.24759999999999
2017-12-18,2017,12,18,Monday,51,2017-51,85.11,85.3,82.7,82.75,3343900,64.77,-0.025438834854042747,65.54428571428572,63.3516
2017-12-19,2017,12,19,Tuesday,51,2017-51,82.96,83.22,81.27,81.34,2445600,63.66,-0.01703922868095331,65.43857142857142,63.43600000000001
2017-12-20,2017,12,20,Wednesday,51,2017-51,81.68,81.69,80.57,80.59,2241400,63.08,-0.009220687045565001,65.24071428571429,63.491800000000005
2017-12-21,2017,12,21,Thursday,51,2017-51,80.5,81.25,80.11,80.65,2516300,63.12,0.0007445973601265532,65.07714285714286,63.544200000000004
2017-12-22,2017,12,22,Friday,51,2017-51,80.8,81.01,80.44,80.44,1755300,62.96,-0.0026036682569847702,64.90357142857142,63.583800000000004
2017-12-26,2017,12,26,Tuesday,52,2017-52,80.65,81.15,80.26,80.33,1581600,62.87,-0.0013675797619038255,64.74714285714285,63.62179999999999
2017-12-27,2017,12,27,Wednesday,52,2017-52,80.4,80.84,80.3,80.66,1742800,63.13,0.004108115100273313,64.58642857142857,63.6586
2017-12-28,2017,12,28,Thursday,52,2017-52,80.92,81.11,80.65,81.07,1338300,63.45,0.005083060932983052,64.44071428571428,63.702999999999996
2017-12-29,2017,12,29,Friday,52,2017-52,81.26,81.61,80.89,81.06,3347400,63.44,-0.00012354512093259995,64.28285714285714,63.74839999999999
2018-01-02,2018,1,2,Tuesday,00,2018-00,81.2,81.67,80.01,80.28,2163600,62.83,-0.009622317687401738,64.06714285714285,63.765
2018-01-03,2018,1,3,Wednesday,00,2018-00,77.0,78.45,76.25,77.19,14587400,60.42,-0.0384902780619385,63.71857142857142,63.73259999999999
2018-01-04,2018,1,4,Thursday,00,2018-00,77.3,78.14,76.44,76.83,7146600,60.13,-0.004663736114695283,63.311428571428564,63.6884
2018-01-05,2018,1,5,Friday,00,2018-00,77.4,77.7,76.43,76.84,5758300,60.14,0.00013004598235633047,62.89,63.645
2018-01-08,2018,1,8,Monday,01,2018-01,77.11,78.56,76.76,78.02,5570000,61.06,0.015356877475507735,62.50428571428571,63.6304
2018-01-09,2018,1,9,Tuesday,01,2018-01,78.05,78.15,77.08,77.21,3484800,60.43,-0.010382365065767507,62.19428571428572,63.591800000000006
2018-01-10,2018,1,10,Wednesday,01,2018-01,76.98,77.05,75.75,76.21,3978200,59.65,-0.012951644207050084,61.90785714285715,63.536
2018-01-11,2018,1,11,Thursday,01,2018-01,76.59,76.9,75.95,76.21,3545900,59.65,0.0,61.66285714285714,63.465199999999996
2018-01-12,2018,1,12,Friday,01,2018-01,76.16,76.44,75.63,75.94,4350900,59.44,-0.0035428134135110367,61.39999999999999,63.395599999999995
2018-01-16,2018,1,16,Tuesday,02,2018-02,76.11,76.34,75.0,75.27,9056800,58.91,-0.008822706768210509,61.11071428571429,63.3254
2018-01-17,2018,1,17,Wednesday,02,2018-02,75.5,75.75,75.01,75.5,4976800,59.09,0.0030556388515901034,60.840714285714284,63.25339999999999
2018-01-18,2018,1,18,Thursday,02,2018-02,75.52,75.61,74.32,74.89,6801100,58.62,-0.008079585977946002,60.51857142857143,63.1746
2018-01-19,2018,1,19,Friday,02,2018-02,75.04,75.16,74.43,74.99,6529900,58.69,0.0013353195870517975,60.17857142857143,63.099
2018-01-22,2018,1,22,Monday,03,2018-03,75.01,75.58,74.77,74.89,4394000,58.62,-0.0013335388864567088,59.83428571428572,63.00900000000001
2018-01-23,2018,1,23,Tuesday,03,2018-03,75.0,76.03,74.92,75.71,5204200,59.26,0.01094964664598419,59.57928571428572,62.9398
2018-01-24,2018,1,24,Wednesday,03,2018-03,75.67,76.0,75.31,75.56,5278100,59.14,-0.0019814137608313853,59.487857142857145,62.86259999999999
2018-01-25,2018,1,25,Thursday,03,2018-03,75.6,76.78,75.55,76.69,3915500,60.02,0.014955222765748566,59.480000000000004,62.8096
2018-01-26,2018,1,26,Friday,03,2018-03,76.54,76.76,75.11,75.5,5245200,59.09,-0.015517195467841582,59.404999999999994,62.721799999999995
2018-01-29,2018,1,29,Monday,04,2018-04,75.61,75.97,74.62,75.09,4829500,58.77,-0.005430524462665454,59.24142857142857,62.6124
2018-01-30,2018,1,30,Tuesday,04,2018-04,74.72,75.92,74.7,75.32,4798300,58.95,0.0030629638663730585,59.13571428571429,62.516000000000005
2018-01-31,2018,1,31,Wednesday,04,2018-04,75.63,76.6,75.14,76.44,7018400,59.83,0.014870159098362423,59.14857142857142,62.4414
2018-02-01,2018,2,1,Thursday,04,2018-04,76.46,76.59,75.19,75.9,4069500,59.41,-0.007064496583286117,59.13142857142857,62.3684
2018-02-02,2018,2,2,Friday,04,2018-04,75.59,76.72,75.24,75.68,3528900,59.23,-0.0028987005581512237,59.11642857142857,62.294399999999996
2018-02-05,2018,2,5,Monday,05,2018-05,75.65,76.65,74.6,74.69,4693400,58.46,-0.013080946507270652,59.08428571428571,62.2016
2018-02-06,2018,2,6,Tuesday,05,2018-05,74.2,74.44,72.8,74.11,6910200,58.0,-0.00776588881837037,59.00642857142857,62.0872
2018-02-07,2018,2,7,Wednesday,05,2018-05,73.98,74.85,73.4,73.76,4913900,57.73,-0.00472261058494805,58.94285714285714,61.966800000000006
2018-02-08,2018,2,8,Thursday,05,2018-05,73.4,74.45,73.08,73.31,4101300,57.38,-0.0061008620261860935,58.84928571428571,61.827600000000004
2018-02-09,2018,2,9,Friday,05,2018-05,73.42,75.05,73.05,74.38,4629100,58.22,0.014595549865790813,58.82071428571429,61.69
2018-02-12,2018,2,12,Monday,06,2018-06,74.4,75.58,73.61,75.26,4418600,58.9,0.011831225429153491,58.795,61.5652
2018-02-13,2018,2,13,Tuesday,06,2018-06,75.01,75.5,74.17,75.07,3395200,58.76,-0.0025245558600158757,58.767857142857146,61.423399999999994
2018-02-14,2018,2,14,Wednesday,06,2018-06,74.73,74.92,74.04,74.34,2885800,58.18,-0.00972430205527719,58.63642857142857,61.278800000000004
2018-02-15,2018,2,15,Thursday,06,2018-06,74.48,75.42,74.19,75.42,3122400,59.03,0.014527791221605302,58.63214285714286,61.1516
2018-02-16,2018,2,16,Friday,06,2018-06,75.31,76.0,75.01,75.8,3529500,59.33,0.0050386591234334865,58.67214285714285,61.037000000000006
2018-02-20,2018,2,20,Tuesday,07,2018-07,75.51,75.81,74.39,74.75,4264800,58.51,-0.01385239827485596,58.64071428571428,60.8996
2018-02-21,2018,2,21,Wednesday,07,2018-07,74.67,75.29,73.51,73.54,3822600,57.56,-0.016187247373782743,58.478571428571435,60.74099999999999
2018-02-22,2018,2,22,Thursday,07,2018-07,73.8,74.34,73.36,73.58,2449100,57.59,0.0005438533634540832,58.348571428571425,60.579800000000006
2018-02-23,2018,2,23,Friday,07,2018-07,73.65,75.58,73.51,75.52,2055800,59.11,0.02636579647968529,58.339999999999996,60.445
2018-02-26,2018,2,26,Monday,08,2018-08,75.65,76.16,75.4,75.99,2970600,59.48,0.006223671934818098,58.41285714285714,60.32860000000001
2018-02-27,2018,2,27,Tuesday,08,2018-08,75.94,76.24,74.25,74.26,4134600,58.12,-0.02276608369009736,58.42142857142857,60.174400000000006
2018-02-28,2018,2,28,Wednesday,08,2018-08,74.6,75.27,74.03,74.07,4717800,57.97,-0.0025584861050090835,58.43857142857143,60.013000000000005
2018-03-01,2018,3,1,Thursday,08,2018-08,73.27,74.02,72.08,72.35,4832600,57.27,-0.012084655162747926,58.43071428571428,59.8292
2018-03-02,2018,3,2,Friday,08,2018-08,72.37,73.15,71.91,72.5,3535800,57.39,0.0020733040325724428,58.37142857142857,59.68160000000001
2018-03-05,2018,3,5,Monday,09,2018-09,72.62,73.9,72.22,73.7,3391900,58.34,0.01655158295083803,58.33142857142857,59.575199999999995
2018-03-06,2018,3,6,Tuesday,09,2018-09,73.58,73.71,72.74,72.92,2554000,57.72,-0.010583200671171245,58.25714285714286,59.468
2018-03-07,2018,3,7,Wednesday,09,2018-09,72.73,73.12,72.32,72.89,2368300,57.7,-0.0004114458608024396,58.222857142857144,59.3596
2018-03-08,2018,3,8,Thursday,09,2018-09,72.5,73.05,72.38,72.83,4543900,57.65,-0.0008230982117480856,58.12428571428571,59.2534
2018-03-09,2018,3,9,Friday,09,2018-09,72.9,73.02,72.42,72.87,4149900,57.68,0.0005493165072125716,58.00642857142857,59.1496
2018-03-12,2018,3,12,Monday,10,2018-10,72.88,73.31,72.74,72.97,4782900,57.76,0.0013718098757746766,57.95285714285715,59.0422
2018-03-13,2018,3,13,Tuesday,10,2018-10,73.2,73.27,72.78,73.0,4093200,57.79,0.0004116263679412313,57.96928571428571,58.929
2018-03-14,2018,3,14,Wednesday,10,2018-10,73.15,73.64,72.77,73.52,3367500,58.2,0.007123229688593025,58.012857142857136,58.8242
2018-03-15,2018,3,15,Thursday,10,2018-10,73.58,74.35,70.91,71.24,8084700,56.39,-0.03101219787247589,57.81857142857143,58.69540000000001
2018-03-16,2018,3,16,Friday,10,2018-10,70.76,70.96,69.94,70.61,12427600,55.9,-0.008843244522986127,57.56285714285714,58.605
2018-03-19,2018,3,19,Monday,11,2018-11,70.13,70.46,68.65,69.15,8224400,54.74,-0.020676953685212496,57.32142857142857,58.4972
2018-03-20,2018,3,20,Tuesday,11,2018-11,68.84,69.36,68.22,68.45,5464800,54.19,-0.010122950562626132,57.05142857142857,58.37820000000001
2018-03-21,2018,3,21,Wednesday,11,2018-11,68.45,68.9,67.61,67.64,6006100,53.54,-0.011833297675390764,56.785000000000004,58.227799999999995
