Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-09-21,2016,9,21,Wednesday,38,2016-38,75.75,76.78,75.38,76.75,2784400,57.31,0.014809063790089505,55.83642857142858,56.3554
2016-09-22,2016,9,22,Thursday,38,2016-38,77.0,77.32,76.52,77.04,2083100,57.53,0.003778566473063405,55.99571428571428,56.3554
2016-09-23,2016,9,23,Friday,38,2016-38,76.84,77.24,76.22,77.01,2050600,57.5,-0.00038911292795873464,56.11571428571428,56.364200000000004
2016-09-26,2016,9,26,Monday,39,2016-39,77.03,77.22,76.4,76.6,2521700,57.2,-0.005324192297938235,56.174285714285716,56.3612
2016-09-27,2016,9,27,Tuesday,39,2016-39,76.9,77.25,75.64,75.78,2936900,56.59,-0.01070471518995153,56.195,56.3416
2016-09-28,2016,9,28,Wednesday,39,2016-39,75.98,76.11,75.08,75.84,2036800,56.63,0.0007915022815772055,56.212857142857146,56.32280000000001
2016-09-29,2016,9,29,Thursday,39,2016-39,75.84,75.95,74.49,74.75,2446500,55.82,-0.014372582020830693,56.332857142857144,56.29559999999999
2016-09-30,2016,9,30,Friday,39,2016-39,75.1,75.32,73.83,74.27,3153600,55.46,-0.006421322195879209,56.345000000000006,56.25679999999999
2016-10-03,2016,10,3,Monday,40,2016-40,74.21,74.21,72.88,73.28,2487600,54.72,-0.013329888622625408,56.33214285714286,56.1896
2016-10-04,2016,10,4,Tuesday,40,2016-40,73.08,73.1,71.7,72.15,3177500,53.88,-0.01541984426298193,56.245000000000005,56.1042
2016-10-05,2016,10,5,Wednesday,40,2016-40,72.2,72.64,71.32,71.88,3053100,53.67,-0.0037424816343605283,56.10785714285714,56.03059999999999
2016-10-06,2016,10,6,Thursday,40,2016-40,71.63,72.28,71.35,71.91,2105900,53.7,0.0004176144902279244,55.940000000000005,55.97240000000001
2016-10-07,2016,10,7,Friday,40,2016-40,72.4,73.1,71.41,71.5,1882800,53.39,-0.005701581860932059,55.705,55.9018
2016-10-10,2016,10,10,Monday,41,2016-41,71.6,72.31,71.39,72.22,1827600,53.93,0.010069868473962407,55.52357142857142,55.82599999999999
2016-10-11,2016,10,11,Tuesday,41,2016-41,72.2,72.28,71.44,71.69,2573300,53.53,-0.007338994620480377,55.25357142857143,55.7488
2016-10-12,2016,10,12,Wednesday,41,2016-41,71.72,72.34,71.69,72.16,1541200,53.88,0.006556309790803905,54.99285714285715,55.6818
2016-10-13,2016,10,13,Thursday,41,2016-41,72.16,73.88,72.09,73.31,3113600,54.74,0.015936830651307465,54.79571428571429,55.641000000000005
2016-10-14,2016,10,14,Friday,41,2016-41,73.16,73.47,72.7,72.78,1694100,54.35,-0.0072298756347943804,54.59214285714285,55.5974
2016-10-17,2016,10,17,Monday,42,2016-42,73.03,73.3,72.53,72.83,1613700,54.38,0.0006874639606109234,54.43428571428571,55.57
2016-10-18,2016,10,18,Tuesday,42,2016-42,73.32,73.72,72.65,73.37,1641800,54.79,0.007414095001395449,54.30285714285714,55.556400000000004
2016-10-19,2016,10,19,Wednesday,42,2016-42,73.4,73.51,72.83,73.21,1763300,54.67,-0.002180328347116345,54.22071428571429,55.544200000000004
2016-10-20,2016,10,20,Thursday,42,2016-42,73.28,73.47,73.01,73.11,1313800,54.59,-0.001366153869342246,54.15857142857143,55.526199999999996
2016-10-21,2016,10,21,Friday,42,2016-42,72.66,73.06,72.43,72.84,1510800,54.39,-0.0036932003788650025,54.135,55.498400000000004
2016-10-24,2016,10,24,Monday,43,2016-43,73.13,73.35,72.53,73.12,2433000,54.6,0.003844073817719451,54.18642857142857,55.4666
2016-10-25,2016,10,25,Tuesday,43,2016-43,73.12,73.46,72.8,73.4,2079400,54.81,0.0038294233661546606,54.267857142857146,55.453199999999995
2016-10-26,2016,10,26,Wednesday,43,2016-43,73.29,73.93,72.89,73.83,1685600,55.13,0.005858323939729182,54.37,55.451
2016-10-27,2016,10,27,Thursday,43,2016-43,73.43,73.8,72.81,73.3,1772500,54.73,-0.007178539539986706,54.465714285714284,55.4116
2016-10-28,2016,10,28,Friday,43,2016-43,73.38,73.78,72.99,73.49,1767700,54.88,0.0025917946435547456,54.53357142857143,55.372
2016-10-31,2016,10,31,Monday,44,2016-44,73.98,75.91,73.61,75.2,4056600,56.15,0.023268284480249424,54.72071428571428,55.3736
2016-11-01,2016,11,1,Tuesday,44,2016-44,75.03,75.15,74.2,74.46,2576000,55.6,-0.00984030596169605,54.84357142857142,55.357
2016-11-02,2016,11,2,Wednesday,44,2016-44,74.48,74.53,72.87,74.1,2944400,55.33,-0.004834508393650627,54.885714285714286,55.341800000000006
2016-11-03,2016,11,3,Thursday,44,2016-44,73.91,74.56,73.48,74.35,1837900,55.52,0.003373743196894763,54.96928571428572,55.326
2016-11-04,2016,11,4,Friday,44,2016-44,74.64,75.17,73.79,73.79,2638100,55.1,-0.007531799223754132,55.02071428571429,55.3
2016-11-07,2016,11,7,Monday,45,2016-45,74.22,74.74,73.02,74.72,2417600,55.79,0.012603123894890933,55.09214285714285,55.31
2016-11-08,2016,11,8,Tuesday,45,2016-45,74.86,75.81,74.69,75.5,1820800,56.38,0.010438990151930838,55.214285714285715,55.3178
2016-11-09,2016,11,9,Wednesday,45,2016-45,74.05,74.25,73.07,73.22,3046700,54.67,-0.03019865413113454,55.220000000000006,55.3024
2016-11-10,2016,11,10,Thursday,45,2016-45,72.86,72.88,70.56,71.13,4171800,53.11,-0.028544383516933336,55.12857142857143,55.257000000000005
2016-11-11,2016,11,11,Friday,45,2016-45,71.19,71.75,70.56,70.76,2577300,52.84,-0.005201248903029865,55.00285714285714,55.2078
2016-11-14,2016,11,14,Monday,46,2016-46,70.51,70.64,69.51,69.99,4551700,52.26,-0.01088233843824915,54.82071428571429,55.1366
2016-11-15,2016,11,15,Tuesday,46,2016-46,70.34,71.44,70.34,71.24,3861400,53.2,0.017859955595541432,54.682857142857145,55.073
2016-11-16,2016,11,16,Wednesday,46,2016-46,71.44,71.68,70.78,71.05,2914000,53.05,-0.002667027127420618,54.56285714285714,55.008
2016-11-17,2016,11,17,Thursday,46,2016-46,70.77,71.53,70.68,71.03,2766400,53.04,-0.0002816380274753838,54.431428571428576,54.9412
2016-11-18,2016,11,18,Friday,46,2016-46,71.06,71.43,70.54,71.15,2696500,53.13,0.0016895130798995073,54.21571428571429,54.92100000000001
2016-11-21,2016,11,21,Monday,47,2016-47,71.39,72.25,71.3,72.25,2118500,53.95,0.015460064360451886,54.097857142857144,54.8942
2016-11-22,2016,11,22,Tuesday,47,2016-47,72.1,73.34,72.07,73.19,3421400,54.65,0.013010774303308992,54.049285714285716,54.8892
2016-11-23,2016,11,23,Wednesday,47,2016-47,72.47,73.29,72.47,72.87,3358900,54.41,-0.004372147745774213,53.970000000000006,54.8754
2016-11-25,2016,11,25,Friday,47,2016-47,73.01,74.39,73.01,73.95,1392700,55.22,0.01482061333043383,53.978571428571435,54.868
2016-11-28,2016,11,28,Monday,48,2016-48,74.14,75.33,74.13,75.17,2580200,56.13,0.016497772008065237,54.002857142857145,54.8696
2016-11-29,2016,11,29,Tuesday,48,2016-48,74.84,76.3,74.75,76.11,3376600,56.83,0.012504820106227887,54.035000000000004,54.872600000000006
2016-11-30,2016,11,30,Wednesday,48,2016-48,74.64,74.76,73.27,73.29,4407000,55.24,-0.028112602911170348,54.075714285714284,54.848
2016-12-01,2016,12,1,Thursday,48,2016-48,72.93,73.06,72.2,72.75,3177500,54.83,-0.007368379760343768,54.19857142857143,54.7984
2016-12-02,2016,12,2,Friday,48,2016-48,73.37,74.03,73.35,73.78,2952500,55.6,0.014158537295544615,54.39571428571429,54.7598
2016-12-05,2016,12,5,Monday,49,2016-49,73.46,73.56,72.55,73.48,2851300,55.38,-0.004066235366224635,54.618571428571435,54.7174
2016-12-06,2016,12,6,Tuesday,49,2016-49,73.55,73.57,72.56,72.71,2897900,54.8,-0.01047935777304454,54.73285714285714,54.6694
2016-12-07,2016,12,7,Wednesday,49,2016-49,73.0,73.58,72.79,73.5,3935400,55.39,0.010865172741961748,54.9,54.6454
2016-12-08,2016,12,8,Thursday,49,2016-49,73.16,73.6,72.63,73.5,1868600,55.39,0.0,55.067857142857136,54.620599999999996
2016-12-09,2016,12,9,Friday,49,2016-49,73.51,74.61,73.41,74.53,2224500,56.17,0.014013785082754637,55.285000000000004,54.6276
2016-12-12,2016,12,12,Monday,50,2016-50,74.35,75.84,74.35,75.46,2479600,56.87,0.01247800103147445,55.493571428571435,54.6558
2016-12-13,2016,12,13,Tuesday,50,2016-50,75.68,76.07,75.34,75.95,2326600,57.24,0.006493234266284231,55.67857142857143,54.706199999999995
2016-12-14,2016,12,14,Wednesday,50,2016-50,76.19,76.56,74.07,74.12,3767000,55.86,-0.0240944906028554,55.78214285714285,54.74580000000001
2016-12-15,2016,12,15,Thursday,50,2016-50,74.24,74.93,73.93,74.57,2729000,56.2,0.006071273700707813,55.85214285714285,54.796400000000006
2016-12-16,2016,12,16,Friday,50,2016-50,74.64,76.19,74.64,75.87,5570700,57.18,0.01743314335594448,55.92714285714286,54.86599999999999
2016-12-19,2016,12,19,Monday,51,2016-51,76.37,76.65,75.75,76.51,2359000,57.66,0.008435757589019488,55.986428571428576,54.95140000000001
2016-12-20,2016,12,20,Tuesday,51,2016-51,76.44,76.65,76.04,76.51,2136400,57.66,0.0,56.159285714285716,55.026
2016-12-21,2016,12,21,Wednesday,51,2016-51,76.64,77.16,76.22,76.24,1837300,57.46,-0.003529038020912534,56.347142857142856,55.1046
2016-12-22,2016,12,22,Thursday,51,2016-51,76.36,76.7,76.0,76.63,1664800,57.75,0.0051152572732482415,56.50071428571429,55.181999999999995
2016-12-23,2016,12,23,Friday,51,2016-51,76.68,76.76,76.12,76.75,1074100,57.84,0.0015660422797729723,56.676428571428566,55.24400000000001
2016-12-27,2016,12,27,Tuesday,52,2016-52,76.61,76.96,76.25,76.67,1163500,57.78,-0.001042263851956271,56.88928571428572,55.3126
2016-12-28,2016,12,28,Wednesday,52,2016-52,76.73,76.97,76.25,76.33,1734500,57.53,-0.004434639131100426,57.042142857142856,55.375600000000006
2016-12-29,2016,12,29,Thursday,52,2016-52,76.53,77.33,76.29,76.99,2342400,58.02,0.008646586875346918,57.230000000000004,55.440200000000004
2016-12-30,2016,12,30,Friday,52,2016-52,77.04,77.13,76.39,76.59,2459600,57.72,-0.005195468780180512,57.340714285714284,55.5012
2017-01-03,2017,1,3,Tuesday,01,2017-01,76.57,76.69,75.96,76.25,3017500,57.47,-0.004439139555957872,57.38357142857143,55.5588
2017-01-04,2017,1,4,Wednesday,01,2017-01,76.39,76.69,75.92,76.18,3426200,57.41,-0.0009180606019569826,57.395714285714284,55.6192
2017-01-05,2017,1,5,Thursday,01,2017-01,75.79,76.34,75.12,76.28,2688000,57.49,0.0013127108106123497,57.51214285714286,55.677
2017-01-06,2017,1,6,Friday,01,2017-01,76.04,77.05,75.89,76.9,1848000,57.96,0.008128243301456894,57.63785714285715,55.74
2017-01-09,2017,1,9,Monday,02,2017-02,76.93,76.98,75.68,75.72,1947400,57.07,-0.01534491334605037,57.629999999999995,55.778800000000004
2017-01-10,2017,1,10,Tuesday,02,2017-02,75.59,75.68,75.12,75.43,1534200,56.85,-0.003829834311018576,57.57214285714286,55.8212
2017-01-11,2017,1,11,Wednesday,02,2017-02,75.44,75.91,75.24,75.63,1902400,57.0,0.0026511904622905647,57.525,55.8636
2017-01-12,2017,1,12,Thursday,02,2017-02,75.65,75.84,75.04,75.28,2468300,56.73,-0.004627599850112518,57.472857142857144,55.87519999999999
2017-01-13,2017,1,13,Friday,02,2017-02,75.07,75.43,74.7,75.21,1992700,56.68,-0.0009297555807858959,57.396428571428565,55.896800000000006
2017-01-17,2017,1,17,Tuesday,03,2017-03,75.57,76.36,75.33,76.2,2111500,57.43,0.01316315651402955,57.367142857142866,55.9388
2017-01-18,2017,1,18,Wednesday,03,2017-03,75.99,76.64,75.94,76.17,1913900,57.41,-0.0003937696187342743,57.340714285714284,55.9766
2017-01-19,2017,1,19,Thursday,03,2017-03,75.78,76.16,75.36,75.62,1397400,56.99,-0.007220690883380176,57.30214285714286,56.0144
2017-01-20,2017,1,20,Friday,03,2017-03,75.73,76.04,75.29,75.79,1739300,57.12,0.0022482079698129542,57.237857142857145,56.041000000000004
2017-01-23,2017,1,23,Monday,04,2017-04,75.91,76.1,75.45,75.58,1530700,56.96,-0.002770897653966653,57.183571428571426,56.052600000000005
2017-01-24,2017,1,24,Tuesday,04,2017-04,75.53,75.77,75.32,75.47,1898200,56.88,-0.0014554650660592028,57.14142857142856,56.0968
2017-01-25,2017,1,25,Wednesday,04,2017-04,75.46,75.93,75.21,75.81,2161100,57.13,0.0045050174832586,57.121428571428574,56.17719999999999
2017-01-26,2017,1,26,Thursday,04,2017-04,75.72,76.24,75.5,75.69,1537700,57.04,-0.0015827142631565927,57.089285714285715,56.2612
2017-01-27,2017,1,27,Friday,04,2017-04,75.69,75.84,75.22,75.52,1393800,56.92,-0.0022462623037864393,57.01499999999999,56.3544
2017-01-30,2017,1,30,Monday,05,2017-05,75.78,75.79,75.01,75.26,2287000,56.72,-0.0034426620661736074,56.99,56.424800000000005
2017-01-31,2017,1,31,Tuesday,05,2017-05,75.31,76.31,75.28,76.28,3056200,57.49,0.013553033118061109,57.035714285714285,56.5136
2017-02-01,2017,2,1,Wednesday,05,2017-05,74.36,75.44,71.82,71.85,7279600,54.15,-0.058075649761796244,56.832142857142856,56.5358
2017-02-02,2017,2,2,Thursday,05,2017-05,71.87,72.15,70.87,71.68,4336600,54.02,-0.0023659614338071844,56.638571428571424,56.553599999999996
2017-02-03,2017,2,3,Friday,05,2017-05,71.72,71.99,71.25,71.7,3695400,54.04,0.00027899606609183003,56.45,56.5554
2017-02-06,2017,2,6,Monday,06,2017-06,72.05,72.42,71.51,72.21,3223800,54.42,0.007113297778727823,56.235,56.5508
2017-02-07,2017,2,7,Tuesday,06,2017-06,72.26,72.45,71.71,72.35,2436200,54.53,0.001938567540461289,56.02928571428571,56.553200000000004
2017-02-08,2017,2,8,Wednesday,06,2017-06,72.56,73.52,72.49,73.34,2711600,55.27,0.013683427709520135,55.90642857142857,56.5542
2017-02-09,2017,2,9,Thursday,06,2017-06,73.26,73.48,71.59,72.15,3752800,54.38,-0.016225737776502047,55.71071428571428,56.5192
2017-02-10,2017,2,10,Friday,06,2017-06,72.15,73.45,71.83,73.37,3563800,55.3,0.016909087452410043,55.59214285714286,56.4886
2017-02-13,2017,2,13,Monday,07,2017-07,73.41,73.88,73.18,73.73,2829000,55.57,0.004906875468899452,55.49857142857143,56.495200000000004
2017-02-14,2017,2,14,Tuesday,07,2017-07,73.59,73.68,72.83,73.12,2824300,55.11,-0.00827343448687956,55.35428571428571,56.5008
2017-02-15,2017,2,15,Wednesday,07,2017-07,72.55,72.8,71.96,72.38,3184400,54.55,-0.010120457674508532,55.17642857142857,56.479800000000004
2017-02-16,2017,2,16,Thursday,07,2017-07,72.53,73.38,72.4,73.28,3026300,55.23,0.01243417122227064,55.05571428571428,56.476800000000004
2017-02-17,2017,2,17,Friday,07,2017-07,73.27,73.84,72.84,73.77,3426400,55.6,0.0066868159645046,54.97571428571428,56.492799999999995
2017-02-21,2017,2,21,Tuesday,08,2017-08,73.65,75.09,73.42,74.76,3541200,56.34,0.013420173259938828,54.89357142857143,56.5118
2017-02-22,2017,2,22,Wednesday,08,2017-08,74.75,75.44,74.3,75.35,3105700,56.79,0.007891946868221256,55.082142857142856,56.53980000000001
2017-02-23,2017,2,23,Thursday,08,2017-08,75.62,76.29,75.36,76.16,2513300,57.4,0.010749765711440151,55.32357142857143,56.564400000000006
2017-02-24,2017,2,24,Friday,08,2017-08,76.45,77.19,76.44,77.0,2384800,58.03,0.011029147878349077,55.60857142857143,56.5876
2017-02-27,2017,2,27,Monday,09,2017-09,76.89,77.05,76.54,76.87,3344000,57.93,-0.0016880815722034592,55.85928571428571,56.601400000000005
2017-02-28,2017,2,28,Tuesday,09,2017-09,76.67,78.04,76.67,77.64,2920400,58.51,0.010017149699526273,56.14357142857143,56.654399999999995
2017-03-01,2017,3,1,Wednesday,09,2017-09,75.88,76.65,75.58,76.25,2663200,58.03,-0.00825928236185658,56.340714285714284,56.691
2017-03-02,2017,3,2,Thursday,09,2017-09,75.99,77.81,75.91,77.22,2604400,58.77,0.012721420403693173,56.65428571428572,56.72280000000001
2017-03-03,2017,3,3,Friday,09,2017-09,77.19,77.21,75.98,76.56,2956000,58.27,-0.00854709620398586,56.86642857142857,56.735
2017-03-06,2017,3,6,Monday,10,2017-10,76.3,76.54,76.02,76.24,1948100,58.02,-0.0041796783086081035,57.041428571428575,56.742200000000004
2017-03-07,2017,3,7,Tuesday,10,2017-10,75.98,76.38,75.96,76.12,2479700,57.93,-0.0015736703698369103,57.24285714285715,56.751599999999996
2017-03-08,2017,3,8,Wednesday,10,2017-10,75.52,75.65,74.59,75.13,1878500,57.18,-0.013006404099993651,57.43071428571428,56.740199999999994
2017-03-09,2017,3,9,Thursday,10,2017-10,75.21,75.7,74.85,74.9,1381800,57.0,-0.003061076420498021,57.557142857142864,56.72339999999999
2017-03-10,2017,3,10,Friday,10,2017-10,75.25,75.75,75.11,75.67,1623600,57.59,0.010280357382936645,57.69928571428572,56.7196
2017-03-13,2017,3,13,Monday,11,2017-11,75.62,76.19,75.46,76.09,2728600,57.91,0.005549998006171286,57.81142857142857,56.727199999999996
2017-03-14,2017,3,14,Tuesday,11,2017-11,75.93,76.72,75.82,76.33,2089000,58.09,0.0031545348571260234,57.90428571428572,56.7286
2017-03-15,2017,3,15,Wednesday,11,2017-11,76.6,78.21,76.44,77.85,2779700,59.25,0.019913575127288086,58.03642857142857,56.7592
2017-03-16,2017,3,16,Thursday,11,2017-11,78.04,78.04,76.48,76.8,2652300,58.45,-0.013487489685480525,58.06642857142857,56.778800000000004
2017-03-17,2017,3,17,Friday,11,2017-11,77.09,77.48,76.62,77.12,3797800,58.69,0.0041668126982969955,58.12071428571429,56.804399999999994
2017-03-20,2017,3,20,Monday,12,2017-12,77.57,77.76,76.51,76.83,2149300,58.47,-0.00376046406744579,58.11785714285715,56.824000000000005
2017-03-21,2017,3,21,Tuesday,12,2017-12,76.83,78.61,76.83,78.21,3246700,59.52,0.01796156304448937,58.22428571428572,56.8552
2017-03-22,2017,3,22,Wednesday,12,2017-12,78.53,79.36,78.37,78.65,3122700,59.86,0.005626108898334703,58.30214285714286,56.911
2017-03-23,2017,3,23,Thursday,12,2017-12,78.54,78.9,78.0,78.26,2617700,59.56,-0.00495879513941333,58.394285714285715,56.9652
2017-03-24,2017,3,24,Friday,12,2017-12,78.29,78.62,78.06,78.26,2367300,59.56,0.0,58.50428571428572,57.016400000000004
2017-03-27,2017,3,27,Monday,13,2017-13,78.63,78.73,77.56,77.92,2548700,59.3,-0.004344436836259069,58.60214285714286,57.067800000000005
2017-03-28,2017,3,28,Tuesday,13,2017-13,77.98,78.18,77.6,78.06,2869000,59.41,0.001796729207929948,58.76142857142857,57.1224
2017-03-29,2017,3,29,Wednesday,13,2017-13,77.84,77.93,77.44,77.67,1791500,59.11,-0.00499621116800375,58.912142857142854,57.156000000000006
2017-03-30,2017,3,30,Thursday,13,2017-13,77.48,77.49,76.99,77.41,1520200,58.91,-0.003347532424218924,59.006428571428565,57.18600000000001
2017-03-31,2017,3,31,Friday,13,2017-13,77.53,77.97,77.4,77.57,2050500,59.03,0.0020671184101292983,59.08642857142858,57.2268
2017-04-03,2017,4,3,Monday,14,2017-14,77.14,77.77,76.25,77.74,1991000,59.16,0.0021914433937970657,59.16285714285714,57.2676
2017-04-04,2017,4,4,Tuesday,14,2017-14,77.77,78.01,77.3,77.62,1985600,59.07,-0.0015437576271510878,59.14999999999999,57.309799999999996
2017-04-05,2017,4,5,Wednesday,14,2017-14,77.73,78.08,77.38,77.96,1840000,59.33,0.004380581308486509,59.212857142857146,57.3588
2017-04-06,2017,4,6,Thursday,14,2017-14,78.0,78.36,77.75,78.21,2781700,59.52,0.0032064907520208408,59.27214285714285,57.406600000000005
2017-04-07,2017,4,7,Friday,14,2017-14,78.36,78.46,77.54,77.59,2160500,59.05,-0.00792702888179464,59.31357142857143,57.4468
2017-04-10,2017,4,10,Monday,15,2017-15,77.64,77.98,77.16,77.91,1809500,59.29,0.004124321786378005,59.29714285714285,57.4942
2017-04-11,2017,4,11,Tuesday,15,2017-15,77.63,77.92,77.32,77.48,1814200,58.97,-0.00551948505222033,59.23357142857143,57.5392
2017-04-12,2017,4,12,Wednesday,15,2017-15,77.38,77.98,77.01,77.93,2246700,59.31,0.005807919386645599,59.215714285714284,57.5756
2017-04-13,2017,4,13,Thursday,15,2017-15,78.0,78.0,77.19,77.53,2637200,59.0,-0.005132734187389021,59.17571428571428,57.6726
2017-04-17,2017,4,17,Monday,16,2017-16,77.66,78.05,77.56,77.94,2751500,59.32,0.005288323129357009,59.17714285714286,57.7786
2017-04-18,2017,4,18,Tuesday,16,2017-16,77.9,78.23,77.63,77.99,2540600,59.35,0.000641244091997839,59.17285714285715,57.884800000000006
2017-04-19,2017,4,19,Wednesday,16,2017-16,77.84,77.96,77.03,77.34,1883900,58.86,-0.008334365933152288,59.154999999999994,57.9736
2017-04-20,2017,4,20,Thursday,16,2017-16,77.34,77.41,76.64,77.36,2603600,58.88,0.0002588505299565558,59.15285714285715,58.060599999999994
2017-04-21,2017,4,21,Friday,16,2017-16,77.47,78.12,77.43,77.54,3471900,59.01,0.0023263305841199067,59.151428571428575,58.1354
2017-04-24,2017,4,24,Monday,17,2017-17,77.64,78.22,77.06,78.07,2543300,59.42,0.00683531859669495,59.17,58.2362
2017-04-25,2017,4,25,Tuesday,17,2017-17,77.67,77.9,77.35,77.7,1787700,59.13,-0.004739334971472942,59.174285714285716,58.312799999999996
2017-04-26,2017,4,26,Wednesday,17,2017-17,77.62,78.01,77.45,77.49,1505800,58.97,-0.0027026931134417342,59.14857142857143,58.3808
2017-04-27,2017,4,27,Thursday,17,2017-17,77.51,77.94,77.43,77.69,1593300,59.13,0.002581166141936153,59.12071428571429,58.4612
2017-04-28,2017,4,28,Friday,17,2017-17,77.66,77.84,77.3,77.43,2001600,58.93,-0.003346799717127924,59.11214285714285,58.5488
2017-05-01,2017,5,1,Monday,18,2017-18,77.45,77.55,76.9,76.94,1641400,58.56,-0.006328187564900389,59.06,58.6154
2017-05-02,2017,5,2,Tuesday,18,2017-18,77.1,77.33,76.93,77.22,1251800,58.77,0.0036393596775181614,59.04571428571428,58.6788
2017-05-03,2017,5,3,Wednesday,18,2017-18,77.07,77.23,76.44,76.57,2251200,58.27,-0.008417664574361772,58.971428571428575,58.7174
2017-05-04,2017,5,4,Thursday,18,2017-18,76.65,77.39,76.39,77.3,2445400,58.83,0.009533824522117262,58.95928571428572,58.758199999999995
2017-05-05,2017,5,5,Friday,18,2017-18,77.53,78.53,77.53,78.23,2291200,59.54,0.012030780371858674,58.975,58.800999999999995
2017-05-08,2017,5,8,Monday,19,2017-19,78.25,78.6,77.8,78.53,2064900,59.77,0.00383499733970849,59.004999999999995,58.8358
2017-05-09,2017,5,9,Tuesday,19,2017-19,78.32,78.47,77.32,77.48,1554000,58.97,-0.013370573848518585,59.01285714285715,58.8566
2017-05-10,2017,5,10,Wednesday,19,2017-19,77.53,77.9,77.29,77.73,1921400,59.16,0.003226485307924687,59.03285714285714,58.8696
2017-05-11,2017,5,11,Thursday,19,2017-19,77.58,77.71,77.07,77.61,1423300,59.07,-0.0015437630714462136,59.037142857142854,58.8904
2017-05-12,2017,5,12,Friday,19,2017-19,77.79,78.28,77.58,77.93,1469700,59.31,0.004123260314883748,59.02928571428571,58.901199999999996
2017-05-15,2017,5,15,Monday,20,2017-20,77.8,78.16,77.55,77.97,1826900,59.34,0.0005134599443357146,59.044285714285714,58.9226
2017-05-16,2017,5,16,Tuesday,20,2017-20,78.02,78.16,77.15,77.21,2254800,58.76,-0.009747518023750734,59.02928571428571,58.9374
2017-05-17,2017,5,17,Wednesday,20,2017-20,77.21,77.93,76.95,77.48,2542400,58.97,0.0034969897077479217,59.017857142857146,58.9582
2017-05-18,2017,5,18,Thursday,20,2017-20,77.62,78.59,77.19,78.32,3371600,59.61,0.010841337387669903,59.066428571428574,59.006800000000005
2017-05-19,2017,5,19,Friday,20,2017-20,78.48,78.6,77.58,78.59,2718600,59.81,0.0034474926479666212,59.15571428571428,59.063
2017-05-22,2017,5,22,Monday,21,2017-21,78.15,79.83,78.15,79.7,2354200,60.66,0.014123864087672633,59.29071428571428,59.12440000000001
2017-05-23,2017,5,23,Tuesday,21,2017-21,79.69,80.36,79.56,79.71,2119300,60.66,0.00012565573836997856,59.46142857142858,59.17940000000001
2017-05-24,2017,5,24,Wednesday,21,2017-21,79.82,80.34,79.7,80.29,1520400,61.1,0.007276427071447822,59.62357142857143,59.2396
2017-05-25,2017,5,25,Thursday,21,2017-21,80.19,81.07,80.09,80.97,1875600,61.62,0.008469064037323726,59.77214285714285,59.287
2017-05-26,2017,5,26,Friday,21,2017-21,80.85,81.19,80.76,81.03,2080700,61.67,0.0007411805366102087,59.90785714285715,59.35139999999999
2017-05-30,2017,5,30,Tuesday,22,2017-22,80.94,81.3,80.69,81.02,1877900,61.66,-0.0001237788207942847,60.1,59.41080000000001
2017-05-31,2017,5,31,Wednesday,22,2017-22,80.27,81.13,80.27,80.77,2416800,62.05,0.0062917863235125715,60.30642857142857,59.4824
2017-06-01,2017,6,1,Thursday,22,2017-22,80.77,81.41,80.33,81.41,2271500,62.54,0.00792425452169665,60.55428571428571,59.5428
2017-06-02,2017,6,2,Friday,22,2017-22,81.49,81.65,81.01,81.2,2530100,62.38,-0.0025801908002940355,60.77357142857143,59.593199999999996
2017-06-05,2017,6,5,Monday,23,2017-23,81.21,81.21,80.56,80.68,2377400,61.98,-0.006403777639284902,60.96214285714286,59.6416
2017-06-06,2017,6,6,Tuesday,23,2017-23,80.81,80.88,80.19,80.3,2305000,61.69,-0.004709891800631305,61.17142857142857,59.684200000000004
2017-06-07,2017,6,7,Wednesday,23,2017-23,80.5,80.6,80.24,80.46,3376100,61.81,0.0019928287600079475,61.37428571428571,59.734399999999994
2017-06-08,2017,6,8,Thursday,23,2017-23,80.46,80.46,79.05,79.67,2955300,61.2,-0.009818487189790615,61.48785714285714,59.770199999999996
2017-06-09,2017,6,9,Friday,23,2017-23,79.47,79.58,78.72,79.28,3854600,60.9,-0.004895501267193403,61.56571428571429,59.806
2017-06-12,2017,6,12,Monday,24,2017-24,79.44,79.73,78.89,79.46,1990500,61.04,0.0022703850171625906,61.59285714285714,59.8486
2017-06-13,2017,6,13,Tuesday,24,2017-24,79.31,79.47,78.92,79.37,2483500,60.97,-0.001132371051246528,61.615,59.88740000000001
2017-06-14,2017,6,14,Wednesday,24,2017-24,80.0,80.43,79.65,79.99,3192300,61.45,0.007811144126686154,61.63999999999999,59.9332
2017-06-15,2017,6,15,Thursday,24,2017-24,79.77,80.23,79.61,80.18,2610700,61.6,0.0023753840583942143,61.638571428571424,59.9838
2017-06-16,2017,6,16,Friday,24,2017-24,80.28,81.0,80.25,80.71,4581800,62.0,0.00661009535191992,61.662142857142854,60.03719999999999
2017-06-19,2017,6,19,Monday,25,2017-25,80.71,80.71,80.09,80.37,2931600,61.74,-0.0042124953756254024,61.667857142857144,60.0816
2017-06-20,2017,6,20,Tuesday,25,2017-25,80.51,80.55,80.09,80.2,2382000,61.61,-0.002115281350769882,61.63642857142857,60.132799999999996
2017-06-21,2017,6,21,Wednesday,25,2017-25,80.2,80.21,78.73,79.16,2542400,60.81,-0.012967556805851377,61.512857142857136,60.1632
