iter	Passed	Remaining
396	1708	2594
397	1712	2590
398	1717	2586
399	1721	2582
400	1726	2578
401	1730	2574
402	1735	2571
403	1740	2568
404	1745	2564
405	1749	2560
406	1755	2557
407	1760	2553
408	1764	2549
409	1769	2546
410	1774	2542
411	1777	2537
412	1782	2533
413	1787	2530
414	1792	2526
415	1796	2522
416	1801	2518
417	1805	2514
418	1810	2511
419	1815	2507
420	1818	2501
421	1823	2498
422	1829	2495
423	1832	2489
424	1837	2486
425	1842	2482
426	1847	2479
427	1853	2476
428	1858	2473
429	1862	2468
430	1866	2464
431	1871	2460
432	1875	2456
433	1880	2451
434	1885	2448
435	1889	2444
436	1894	2440
437	1896	2433
438	1901	2429
439	1906	2426
440	1910	2421
441	1913	2415
442	1917	2411
443	1920	2405
444	1924	2400
445	1928	2396
446	1933	2391
447	1937	2387
448	1941	2382
449	1946	2378
450	1950	2374
451	1954	2369
452	1958	2365
453	1963	2361
454	1967	2356
455	1971	2351
456	1976	2348
457	1980	2344
458	1985	2340
459	1989	2336
460	1994	2331
461	1998	2326
462	2002	2322
463	2006	2317
464	2010	2313
465	2014	2308
466	2019	2304
467	2023	2300
468	2027	2295
469	2032	2292
470	2036	2287
471	2041	2283
472	2045	2279
473	2049	2274
474	2053	2270
475	2058	2266
476	2062	2261
477	2067	2257
478	2071	2252
479	2075	2248
480	2079	2243
481	2083	2239
482	2089	2236
483	2094	2232
484	2098	2228
485	2103	2224
486	2107	2220
487	2111	2215
488	2116	2212
489	2122	2208
490	2126	2204
491	2130	2200
492	2134	2195
493	2139	2191
494	2143	2186
495	2147	2182
496	2152	2178
497	2156	2173
498	2160	2169
499	2164	2164
500	2168	2160
501	2173	2155
502	2177	2151
503	2181	2146
504	2187	2143
505	2191	2139
506	2195	2134
507	2199	2130
508	2203	2125
509	2208	2121
510	2212	2116
511	2216	2112
512	2221	2108
513	2225	2103
514	2229	2099
515	2233	2095
516	2237	2090
517	2241	2086
518	2246	2081
519	2250	2076
520	2254	2072
521	2258	2067
522	2262	2063
523	2266	2058
524	2270	2054
525	2274	2050
526	2279	2045
527	2283	2041
528	2287	2036
529	2293	2033
530	2297	2029
531	2302	2025
532	2307	2021
533	2312	2017
534	2317	2013
535	2321	2009
536	2325	2005
537	2330	2001
538	2335	1997
539	2340	1993
540	2344	1989
541	2349	1985
542	2352	1979
543	2357	1976
544	2362	1972
545	2368	1969
546	2373	1965
547	2379	1962
548	2384	1958
549	2388	1954
550	2393	1950
551	2397	1945
552	2401	1941
553	2405	1936
554	2409	1932
555	2414	1927
556	2418	1923
557	2422	1918
558	2426	1914
559	2430	1909
560	2434	1905
561	2439	1900
562	2443	1897
563	2448	1892
564	2452	1887
565	2458	1885
566	2462	1880
567	2466	1876
568	2471	1872
569	2475	1867
570	2480	1863
571	2484	1859
572	2488	1854
573	2492	1849
574	2496	1845
575	2500	1841
576	2505	1836
577	2509	1832
578	2513	1827
579	2518	1823
580	2522	1819
581	2525	1813
582	2530	1809
583	2534	1805
584	2539	1801
585	2543	1797
586	2547	1792
587	2552	1788
588	2556	1783
589	2560	1779
590	2563	1773
591	2567	1769
592	2571	1764
593	2575	1760
594	2580	1756
595	2584	1752
596	2588	1747
597	2592	1743
598	2596	1738
599	2601	1734
600	2605	1729
601	2609	1725
602	2613	1720
603	2617	1716
604	2621	1711
605	2626	1707
606	2630	1703
607	2635	1698
608	2641	1695
609	2645	1691
610	2649	1687
611	2654	1682
612	2657	1677
613	2661	1672
614	2665	1668
615	2669	1664
616	2673	1659
617	2678	1655
618	2682	1651
619	2686	1646
620	2690	1642
621	2694	1637
622	2699	1633
623	2703	1628
624	2707	1624
625	2711	1619
626	2715	1615
627	2720	1611
628	2724	1607
629	2728	1602
630	2732	1598
631	2736	1593
632	2740	1589
633	2745	1584
634	2749	1580
635	2753	1575
636	2758	1571
637	2763	1567
638	2766	1563
639	2771	1559
640	2776	1555
641	2781	1551
642	2785	1546
643	2790	1542
644	2794	1538
645	2797	1532
646	2801	1528
647	2805	1524
648	2810	1519
649	2814	1515
650	2819	1511
651	2824	1507
652	2829	1503
653	2834	1499
654	2839	1495
655	2844	1491
656	2848	1487
657	2852	1482
658	2857	1478
659	2861	1474
660	2865	1469
661	2869	1465
662	2874	1461
663	2877	1456
664	2882	1452
665	2887	1447
666	2892	1443
667	2897	1439
668	2901	1435
669	2907	1431
670	2911	1427
671	2916	1423
672	2921	1419
673	2925	1414
674	2929	1410
675	2934	1406
676	2938	1402
677	2942	1397
678	2947	1393
679	2951	1389
680	2956	1384
681	2961	1380
682	2965	1376
683	2970	1372
684	2974	1368
685	2979	1363
686	2984	1359
687	2988	1355
688	2993	1350
689	2997	1346
690	3001	1342
691	3005	1337
692	3010	1333
693	3015	1329
694	3019	1325
695	3023	1320
696	3028	1316
697	3033	1312
698	3038	1308
699	3042	1304
700	3048	1300
701	3052	1295
702	3057	1291
703	3063	1287
704	3067	1283
705	3071	1279
706	3076	1274
707	3080	1270
708	3084	1266
709	3089	1261
710	3093	1257
711	3097	1252
712	3102	1248
713	3106	1244
714	3110	1239
715	3114	1235
716	3118	1230
717	3123	1226
718	3127	1222
719	3131	1217
720	3135	1213
721	3139	1209
722	3144	1204
723	3148	1200
724	3153	1196
725	3159	1192
726	3164	1188
727	3169	1184
728	3175	1180
729	3179	1176
730	3184	1171
731	3188	1167
732	3193	1163
733	3198	1159
734	3202	1154
735	3207	1150
736	3211	1146
737	3216	1142
738	3221	1137
739	3225	1133
740	3230	1129
741	3234	1124
742	3240	1120
743	3245	1116
744	3249	1112
745	3254	1108
746	3257	1103
747	3261	1098
748	3265	1094
749	3270	1090
750	3274	1085
751	3279	1081
752	3281	1076
753	3286	1072
754	3290	1067
755	3294	1063
756	3299	1059
757	3304	1054
758	3309	1050
759	3313	1046
760	3318	1042
761	3323	1037
762	3327	1033
763	3333	1029
764	3337	1025
765	3341	1020
766	3345	1016
767	3350	1012
768	3354	1007
769	3358	1003
770	3363	998
771	3367	994
772	3371	990
773	3374	985
774	3378	980
775	3382	976
776	3387	972
777	3391	967
778	3396	963
779	3400	959
780	3405	954
781	3409	950
782	3414	946
783	3419	942
784	3423	937
785	3428	933
786	3432	928
787	3436	924
788	3441	920
789	3445	915
790	3450	911
791	3454	907
792	3458	902
793	3462	898
794	3466	893
795	3469	889
796	3474	884
797	3478	880
798	3482	876
799	3487	871
800	3491	867
801	3496	863
802	3500	858
803	3504	854
804	3508	849
805	3513	845
806	3517	841
807	3521	836
808	3525	832
809	3530	828
810	3535	823
811	3537	819
812	3542	814
813	3547	810
814	3552	806
815	3556	802
816	3561	797
817	3566	793
818	3571	789
819	3575	784
820	3579	780
821	3583	776
822	3588	771
823	3593	767
824	3597	763
825	3601	758
826	3606	754
827	3610	750
828	3615	745
829	3619	741
830	3624	737
831	3628	732
832	3633	728
833	3637	724
834	3642	719
835	3647	715
836	3651	711
837	3656	706
838	3660	702
839	3665	698
840	3670	693
841	3675	689
842	3679	685
843	3684	681
844	3688	676
845	3692	672
846	3696	667
847	3701	663
848	3705	659
849	3710	654
850	3714	650
851	3718	645
852	3722	641
853	3726	637
854	3731	632
855	3735	628
856	3738	623
857	3742	619
858	3746	615
859	3751	610
860	3755	606
861	3759	601
862	3763	597
863	3768	593
864	3772	588
865	3776	584
866	3780	579
867	3785	575
868	3789	571
869	3793	566
870	3798	562
871	3803	558
872	3807	553
873	3812	549
874	3816	545
875	3822	541
876	3826	536
877	3831	532
878	3835	528
879	3840	523
880	3844	519
881	3849	514
882	3854	510
883	3858	506
884	3864	502
885	3868	497
886	3872	493
887	3876	488
888	3881	484
889	3885	480
890	3888	475
891	3893	471
892	3898	467
893	3902	462
894	3906	458
895	3911	453
896	3915	449
897	3919	445
898	3924	440
899	3928	436
900	3932	432
901	3936	427
902	3941	423
903	3945	419
904	3950	414
905	3955	410
906	3960	406
907	3965	401
908	3969	397
909	3973	393
910	3978	388
911	3982	384
912	3986	379
913	3990	375
914	3995	371
915	4000	366
916	4004	362
917	4008	358
918	4012	353
919	4016	349
920	4020	344
921	4025	340
922	4029	336
923	4033	331
924	4038	327
925	4042	323
926	4047	318
927	4052	314
928	4056	310
929	4062	305
930	4066	301
931	4071	297
932	4075	292
933	4081	288
934	4085	284
935	4090	279
936	4094	275
937	4099	270
938	4103	266
939	4107	262
940	4110	257
941	4115	253
942	4119	248
943	4124	244
944	4128	240
945	4132	235
946	4136	231
947	4140	227
948	4145	222
949	4149	218
950	4153	214
951	4156	209
952	4161	205
953	4165	200
954	4169	196
955	4173	192
956	4177	187
957	4181	183
958	4186	178
959	4190	174
960	4194	170
961	4198	165
962	4202	161
963	4206	157
964	4210	152
965	4215	148
966	4219	143
967	4223	139
968	4227	135
969	4232	130
970	4236	126
971	4241	122
972	4245	117
973	4249	113
974	4253	109
975	4257	104
976	4261	100
977	4264	95
978	4269	91
979	4273	87
980	4278	82
981	4282	78
982	4287	74
983	4292	69
984	4296	65
985	4301	61
986	4306	56
987	4310	52
988	4313	47
989	4318	43
990	4321	39
991	4325	34
992	4328	30
993	4333	26
994	4337	21
995	4342	17
996	4346	13
997	4350	8
998	4354	4
999	4358	0
