iter	MultiClass
0	0.986334167
1	0.8949229212
2	0.8128736407
3	0.7419605795
4	0.6816907514
5	0.6335899599
6	0.5891091803
7	0.5478129822
8	0.5090337415
9	0.4733057896
10	0.4421446301
11	0.4145139697
12	0.3873618943
13	0.3636174124
14	0.3400712748
15	0.3175451523
16	0.299779004
17	0.2831675215
18	0.2665103568
19	0.2521782719
20	0.238677069
21	0.2266540384
22	0.2142282743
23	0.2020200032
24	0.1918098937
25	0.1811808219
26	0.1726411411
27	0.1653939862
28	0.1576398789
29	0.1511908038
30	0.1447644446
31	0.1377673793
32	0.1314785665
33	0.125286937
34	0.1203038238
35	0.115322031
36	0.1103591877
37	0.1055775143
38	0.1010138313
39	0.09614542276
40	0.09227350164
41	0.08842294968
42	0.08520667784
43	0.08188438528
44	0.0787597463
45	0.075872971
46	0.0732476216
47	0.07025499938
48	0.06748339141
49	0.06490190254
50	0.06261981156
51	0.0602915494
52	0.05824644358
53	0.05582605605
54	0.0543310623
55	0.05306393061
56	0.05137629223
57	0.04972309653
58	0.0482052236
59	0.04673252216
60	0.04560008503
61	0.04446394578
62	0.04291939516
63	0.04191101756
64	0.0407078226
65	0.03958969969
66	0.03826821508
67	0.03735086108
68	0.03630174399
69	0.0354559508
70	0.03469022212
71	0.03380579502
72	0.03317070794
73	0.03230208201
74	0.03165412598
75	0.03093791566
76	0.03020182744
77	0.02936964122
78	0.02873833527
79	0.02801991904
80	0.02740869576
81	0.02677663817
82	0.02620771828
83	0.02569631983
84	0.02513576658
85	0.02460189656
86	0.02414085431
87	0.02369719134
88	0.02326448568
89	0.02267678861
90	0.02214744031
91	0.02168466406
92	0.02129109444
93	0.02077867788
94	0.02036963475
95	0.01996758514
96	0.01964269389
97	0.01918747155
98	0.0188272008
99	0.01842169124
100	0.01804834731
101	0.01769073619
102	0.01728256496
103	0.01694436132
104	0.0166663732
105	0.01639337962
106	0.01608370307
107	0.01574386283
108	0.01543094357
109	0.01519114951
110	0.01499616736
111	0.01469539566
112	0.01438897301
113	0.01417842365
114	0.01389930596
115	0.01366692753
116	0.01345904596
117	0.0132560431
118	0.01306182605
119	0.01284348186
120	0.01261425131
121	0.01237786672
122	0.01221663496
123	0.01205605324
124	0.0118814911
125	0.01172888623
126	0.01157182561
127	0.01137949468
128	0.01122215016
129	0.01104793924
130	0.01087520578
131	0.01071794477
132	0.01055235575
133	0.01038143757
134	0.01026465266
135	0.01010823964
136	0.009959605581
137	0.009818831511
138	0.009734159117
139	0.009607354846
140	0.009478614281
141	0.009355419421
142	0.009216793771
143	0.009097181407
144	0.008978288661
145	0.008869402158
146	0.008773185025
147	0.008683056909
148	0.008559338587
149	0.008447764922
150	0.008356044115
151	0.008275683229
152	0.008163892939
153	0.008085417828
154	0.007986170304
155	0.007892618008
156	0.007810525585
157	0.007734212962
158	0.007662245176
159	0.007594331261
160	0.007486994924
161	0.007428253632
162	0.007347157902
163	0.007264276132
164	0.007202129184
165	0.007137876625
166	0.007057771003
167	0.006988088077
168	0.006918984344
169	0.0068668558
170	0.006796965168
171	0.006724460326
172	0.006657156164
173	0.006600046269
174	0.006554761289
175	0.006487903086
176	0.006421493971
177	0.006353732583
178	0.006301706496
179	0.006239752633
180	0.006191691543
181	0.006148146986
182	0.006099402526
183	0.006038654141
184	0.005993914377
185	0.005944145239
186	0.005913896863
187	0.005869477403
188	0.005829423966
189	0.005778639365
190	0.005733387273
191	0.00569782053
192	0.005649674763
193	0.005602404118
194	0.005562699504
195	0.005525629701
196	0.005492181987
197	0.005448152967
198	0.005430091787
199	0.005405548691
200	0.005359626474
201	0.00531142486
202	0.005272867186
203	0.005242239322
204	0.005212592843
205	0.005170905006
206	0.005140791401
207	0.005098120956
208	0.005063683557
209	0.005036633051
210	0.005001640763
211	0.004982467869
212	0.004948167378
213	0.004912733673
214	0.004885054147
215	0.004852914628
216	0.004819503209
217	0.004794713801
218	0.004760758553
219	0.004731256357
220	0.004692820593
221	0.004657133438
222	0.004632745925
223	0.004610375973
224	0.00458640161
225	0.004566362571
226	0.0045365551
227	0.0045115401
228	0.004469869812
229	0.004448180014
230	0.004421804171
231	0.00439588549
232	0.0043602628
233	0.004339921574
234	0.004326434485
235	0.004308263789
236	0.004285959151
237	0.004259376575
238	0.004235167655
239	0.004207895068
240	0.004189845334
241	0.004159075897
242	0.004140180144
243	0.004120623719
244	0.004101520754
245	0.004077715421
246	0.004052512146
247	0.004037282473
248	0.004008920703
249	0.003987241466
250	0.003964180526
251	0.003945461155
252	0.003928197216
253	0.003910078262
254	0.003894295978
255	0.003879638476
256	0.003864322938
257	0.003839118217
258	0.003819809048
259	0.003801013947
260	0.003779524527
261	0.003760993706
262	0.003741000585
263	0.003724773049
264	0.003697874787
265	0.003682123002
266	0.003667957479
267	0.003654204575
268	0.003642298771
269	0.003627079278
270	0.003611412583
271	0.003594258717
272	0.003571957407
273	0.003554081471
274	0.003532289298
275	0.003518681648
276	0.003497462093
277	0.003482545772
278	0.003464826728
279	0.003452672325
280	0.003438792073
281	0.003424371606
282	0.003414870426
283	0.0033998997
284	0.003385641968
285	0.003372310835
286	0.003359609983
287	0.003345403339
288	0.003325466876
289	0.003311717211
290	0.003298489411
291	0.003282074613
292	0.003268955618
293	0.003256401667
294	0.003243803993
295	0.003237165054
296	0.00321883126
297	0.003208717117
298	0.003197391563
299	0.003190424555
300	0.003178869552
301	0.003166591161
302	0.003154543956
303	0.003137249786
304	0.003123666991
305	0.003115258284
306	0.003103229374
307	0.003094155875
308	0.00307404612
309	0.003066432216
310	0.003053793342
311	0.003043800805
312	0.003032303668
313	0.00302224062
314	0.003012189354
315	0.00299998912
316	0.002990620292
317	0.002981231439
318	0.002970393535
319	0.002961924221
320	0.00295529766
321	0.002943290183
322	0.002935377143
323	0.002926788211
324	0.002907827894
325	0.002898638345
326	0.0028825038
327	0.002870705137
328	0.002856228053
329	0.002848725725
330	0.00284012029
331	0.002828687674
332	0.002817381038
333	0.002809369382
334	0.002800320146
335	0.00279192271
336	0.002780441007
337	0.002769615845
338	0.002764407329
339	0.002756772591
340	0.002751562315
341	0.002746756689
342	0.002741179572
343	0.002732548337
344	0.002722642441
345	0.002714683678
346	0.002708149325
347	0.002700329995
348	0.002691782611
349	0.00268389446
350	0.002679802768
351	0.002666524049
352	0.002661660005
353	0.002653472194
354	0.002638396566
355	0.002630074299
356	0.002621673513
357	0.002612721304
358	0.002604207876
359	0.002599068889
360	0.002593988938
361	0.002586607999
362	0.002579234097
363	0.002568766608
364	0.002561734185
365	0.002554137275
366	0.002547774157
367	0.002541723361
368	0.002536524727
369	0.002526745558
370	0.002521038565
371	0.002515800834
372	0.002507835688
373	0.002499304293
374	0.002490996558
375	0.002484327888
376	0.002479634465
377	0.002471098676
378	0.002466025892
379	0.002459994689
380	0.002451812417
381	0.002443131254
382	0.002439329737
383	0.00243584924
384	0.002428763887
385	0.00242042063
386	0.002412998483
387	0.002409573541
388	0.002402021781
389	0.002390862368
390	0.002382144135
391	0.002375355201
392	0.002370650419
393	0.002360626003
394	0.002354137301
395	0.00234787145
396	0.002341020016
397	0.002337973254
398	0.002332505322
399	0.002327080109
400	0.002322996693
401	0.002316894073
402	0.00230707604
403	0.002301514422
404	0.002295109677
405	0.002289999524
406	0.002281497293
407	0.00227604897
